"DK_shape","DK_scale","DK2_shape","DK2_scale","DK_meanlog","DK_sdlog","DK2_meanlog","DK2_sdlog"
0.388801104548261,2253.68958296302,0.777422761729685,2252.10233546272,5.57599427182048,1.79356952564846,6.81369371148754,1.40413191056745
