"Wete_Kipangani",0,0,0.333333333333333,0,0,0,0,0.4,0,0.608695652173913,0
"Wete_Mtambwe Kaskazini",0.166666666666667,0.786666666666667,0.335329341317365,0.574585635359116,0.574585635359116,0,0.921052631578947,0,0.819444444444444,0.788461538461538,0
"Wete_Fundo",0.0898876404494382,0,0,0.46037296037296,0.46037296037296,0,1,0.564102564102564,0.5,0.787234042553192,0
"Wete_Mchanga Mdogo",0.36,0,0,0.32,0.32,0,0.32,0,0.76,0,0
"Wete_Kambini",0,0,0.666666666666667,0.333333333333333,0.333333333333333,0,0.8,0,0,0.333333333333333,0
"Wete_Kojani",0,0,0,0,0,0,0,0,0,0.142857142857143,0
"Wete_Ole",0.8,0,0.77445652173913,0.796875,0.984375,0,0.252747252747253,0.846846846846847,0.742424242424242,0.726027397260274,0
"Wete_Kangagani",0,0,0.307692307692308,0.230769230769231,0.230769230769231,0,0.461538461538462,0,0,0.384615384615385,0
"Wete_Kiuyu Minungwini",0,0,0,0,0,0,0.375,0,0.5,0,0
"Wete_Piki",0.382352941176471,0,0.58235294117647,0.227722772277228,0.427722772277228,0,0.666666666666667,0,0.78125,0.709677419354839,0
"Wete_Kisiwani",0.138461538461538,0,0.476923076923077,0.527272727272727,0.527272727272727,0,0.564102564102564,0,0.666666666666667,0.833333333333333,0
"Wete_Gando",0.228571428571429,0.428571428571429,0.42,0.526315789473684,0.526315789473684,0,0.707317073170732,0,0.688888888888889,0.613636363636364,0
"Wete_Ukunjwi",0,0.602272727272727,0.421686746987952,0.6375,0.6375,0,1,0.58974358974359,0.823529411764706,0.564102564102564,0
"Wete_Pandani",0.967741935483871,0,0.666666666666667,0.787234042553192,0.933067375886525,0,0.977777777777778,0,0.857142857142857,0.656565656565657,0
"Wete_Shengejuu",0.571428571428571,0,0,0.125,0.125,0,0.615384615384615,0.818181818181818,0.92,0.714285714285714,0
"Wete_Bopwe",0,0.91304347826087,0.739130434782609,0.391304347826087,0.391304347826087,0,0.478260869565217,0,0,0.521739130434783,0
"Wete_Utaani",0,0,0,0.736842105263158,0.736842105263158,0,0.333333333333333,0,0.428571428571429,0.428571428571429,0
"Wete_Mtambwe Kusini",0,0.171641791044776,0.312912183269698,0.542056074766355,0.728102586394262,0,0.571428571428571,0,0,0.384615384615385,0
"Wete_Selem",0,0,0.583333333333333,0.5,0.5,0,0.333333333333333,0.25,0.333333333333333,0.333333333333333,0
"Wete_Kinyikani",0,0,0.403846153846154,0.140562248995984,0.294408402842138,0,0.695652173913043,0.375,0.875,0.85,0
"Wete_Chwale",0,0,0.588235294117647,0.235294117647059,0.235294117647059,0,0.235294117647059,0.705882352941177,0,0.85,0
"Wete_Maziwani",0,0,0.181818181818182,0.5625,0.5625,0,0.461538461538462,0.454545454545455,0.4,0.375,0
"Wete_Mpambani",0,0,0,0,0,0,0,0,0,0.636363636363636,0
"Wete_Mjini Ole",0.75,0,0.357142857142857,0.625,0.625,0,0.35,0.608695652173913,0.782608695652174,0.807692307692308,0
"Wete_Kiuyu Kigongoni",0,0,0.307692307692308,0.307692307692308,0.615384615384615,0,1,0.5,0,0.347826086956522,0
"Wete_Mzambarauni Takao",0.244444444444444,0,0.733333333333333,0.6,0.6,0,1,0.1,0.724137931034483,0.666666666666667,0
"Wete_Junguni",0.45,0.825,1,0.7,1,0,0.125,0.352941176470588,0.507246376811594,0,0
"Wete_Kiungoni",0,0,0.875,0.62962962962963,0.62962962962963,0,0.645161290322581,0.909090909090909,0.833333333333333,0.933333333333333,0
"Wete_Pembeni",0,0,0,0.533333333333333,0.533333333333333,0,0.714285714285714,0.36,0,0.91304347826087,0
"Wete_Kizimbani",0,0,0.222222222222222,1,1,0,1,0,0.347826086956522,0.458333333333333,0
"Wete_Limbani",0.227272727272727,0,0.452570093457944,0.793103448275862,0.970673541733806,0,1,0.441176470588235,0.678571428571429,0.347826086956522,0
"Wete_Jadida",0,0,0.606060606060606,0.606060606060606,1,0,1,0,0.125,0.230769230769231,0
"Micheweni_Micheweni",0,0,0,0.480769230769231,0.480769230769231,0,0.627906976744186,0,0,0.354838709677419,0
"Micheweni_Msuka Mashariki",0,0,0.604631927212572,0.289156626506024,0.571207908557306,0,0.302325581395349,0.758620689655172,0.578947368421053,0.7,0
"Micheweni_Kinowe",0,0,0.146341463414634,0.461538461538462,0.461538461538462,0,0,0.5,0,0.346153846153846,0
"Micheweni_Tumbe Mashariki",0,0.84,0.777777777777778,0.310344827586207,0.310344827586207,0,0.290322580645161,0,0,0.621621621621622,0
"Micheweni_Mgogoni",0.227848101265823,0,0.277777777777778,0.463414634146341,0.463414634146341,0,0,0.573770491803279,0.69811320754717,0.583333333333333,0
"Micheweni_Shumba Viamboni",0,0,0.530583214793741,0.71875,0.880912162162162,0,1,0.775,0,0.25,0
"Micheweni_Finya",0.1,0.266666666666667,0.221374045801527,0.328571428571429,0.328571428571429,0,0.566037735849057,0.896551724137931,0.833333333333333,0.642857142857143,0
"Micheweni_Konde",0.323076923076923,0,0.0933333333333333,0.5,0.5,0,1,0.125,0.532467532467532,0.779220779220779,0
"Micheweni_Wingwi Mapofu",0.37037037037037,0,0.75,0.377358490566038,0.838896952104499,0,1,0.521739130434783,0.791666666666667,0.586206896551724,0
"Micheweni_Kiuyu Mbuyuni",0,0,0.147058823529412,0.448275862068966,0.595334685598377,0,0.461538461538462,0.2,0.333333333333333,0,0
"Micheweni_Makangale",0,0.278846153846154,0.572815533980582,0.475728155339806,0.475728155339806,0,1,0.918918918918919,0.470588235294118,0.604651162790698,0
