"","denom","pStart","pStart2","pComplete","denom_PEP","pComplete2"
"1",63,0.666666666666667,0.841269841269841,0.396825396825397,53,0.283018867924528
"2",180,0.783333333333333,0.844444444444444,0.872222222222222,152,0.848684210526316
