"district","shehia","d_s","year","dog_pop_est","dogs_vacc","vc_est","vc_waning_est","human_exposures","animal_cases"
"Wete","Mpambani","Wete_Mpambani",6,14,0,0,0,0,0
"Wete","Mjini Ole","Wete_Mjini Ole",6,23,14,0.608695652173913,0.140422316000946,0,0
"Wete","Kiuyu Kigongoni","Wete_Kiuyu Kigongoni",6,5,2,0.5,0.461387609717393,0,0
"Wete","Mzambarauni Takao","Wete_Mzambarauni Takao",6,11,1,0.1,0.461387609717393,0,0
"Wete","Junguni","Wete_Junguni",6,65,24,0.352941176470588,0.0496878964311039,0,0
"Wete","Kiungoni","Wete_Kiungoni",6,32,30,0.909090909090909,0.288367256073371,0,0
"Wete","Pembeni","Wete_Pembeni",6,24,9,0.36,0.288367256073371,0,0
"Wete","Kizimbani","Wete_Kizimbani",6,15,0,0,0.461387609717393,0,0
"Wete","Limbani","Wete_Limbani",6,38,15,0.441176470588235,0.461387609717393,0,0
"Wete","Jadida","Wete_Jadida",6,17,0,0,0.461387609717393,0,0
"Micheweni","Micheweni","Micheweni_Micheweni",6,39,0,0,0.289708499124875,0,0
"Micheweni","Msuka Mashariki","Micheweni_Msuka Mashariki",6,32,22,0.758620689655172,0.139489277356421,0,0
"Micheweni","Kinowe","Micheweni_Kinowe",6,15,7,0.5,0.0419577579977509,0,0
"Micheweni","Tumbe Mashariki","Micheweni_Tumbe Mashariki",6,33,0,0,0.12583298446838,0,0
"Micheweni","Mgogoni","Micheweni_Mgogoni",6,59,35,0.573770491803279,0.0292756108063403,0,0
"Micheweni","Shumba Viamboni","Micheweni_Shumba Viamboni",6,42,31,0.775,0.461387609717393,0,0
"Micheweni","Finya","Micheweni_Finya",6,33,26,0.896551724137931,0.261162797953241,0,0
"Micheweni","Konde","Micheweni_Konde",6,21,2,0.125,0.461387609717393,0,0
"Micheweni","Wingwi Mapofu","Micheweni_Wingwi Mapofu",6,28,12,0.521739130434783,0.461387609717393,0,0
"Micheweni","Kiuyu Mbuyuni","Micheweni_Kiuyu Mbuyuni",6,25,5,0.2,0.212948127561874,0,0
"Micheweni","Makangale","Micheweni_Makangale",6,41,34,0.918918918918919,0.461387609717393,0,0
"Micheweni","Wingwi Njuguni","Micheweni_Wingwi Njuguni",6,17,13,0.764705882352941,0.0606056504411956,0,0
"Micheweni","Shumba Mjini","Micheweni_Shumba Mjini",6,12,0,0,0.0434779666208578,0,0
"Micheweni","Majenzi","Micheweni_Majenzi",6,15,4,0.285714285714286,0.461387609717393,0,0
"Micheweni","Mjini Wingwi","Micheweni_Mjini Wingwi",6,30,0,0,0.107657108934058,0,0
"Micheweni","Msuka Magharibi","Micheweni_Msuka Magharibi",6,53,46,0.836363636363636,0.391744196929862,0,0
"Micheweni","Chimba","Micheweni_Chimba",6,61,23,0.383333333333333,0.307591739811595,0,0
"Micheweni","Tumbe Magharibi","Micheweni_Tumbe Magharibi",6,52,37,0.672727272727273,0.0709827091872912,0,0
"Micheweni","Sizini","Micheweni_Sizini",6,27,0,0,0.461387609717393,0,0
"Micheweni","Kinyasini","Micheweni_Kinyasini",6,35,0,0,0.157546988683988,0,0
"Micheweni","Mihogoni","Micheweni_Mihogoni",6,21,0,0,0.153795869905798,0,0
"Micheweni","Kifundi","Micheweni_Kifundi",6,55,38,0.745098039215686,0.294218185906743,0,0
"Micheweni","Maziwa Ng'ombe","Micheweni_Maziwa Ng'ombe",6,9,0,0,0.422938642240944,0,0
"Micheweni","Tondooni","Micheweni_Tondooni",6,63,20,0.317460317460317,0.146472257053141,0,0
"Micheweni","Mtemani","Micheweni_Mtemani",6,15,4,0.333333333333333,0.0507777071264072,0,0
"Micheweni","Wingwi Mjananza","Micheweni_Wingwi Mjananza",6,15,0,0,0.0216448751575699,0,0
"Micheweni","Mlindo","Micheweni_Mlindo",6,27,0,0,0.0909084756617935,0,0
"Chake Chake","Chanjaani","Chake Chake_Chanjaani",6,17,9,0.6,0.209721640780633,0,0
"Chake Chake","Wawi","Chake Chake_Wawi",6,104,87,0.844660194174757,0.208930238362593,0,0
"Chake Chake","Pujini","Chake Chake_Pujini",6,46,33,0.733333333333333,0.0253351489549261,0,0
"Chake Chake","Ziwani","Chake Chake_Ziwani",6,36,28,0.8,0.0645156924051438,0,0
"Chake Chake","Ndagoni","Chake Chake_Ndagoni",6,35,29,0.805555555555556,0.0259738501890839,0,0
"Chake Chake","Kwale","Chake Chake_Kwale",6,7,1,0.142857142857143,0.0659125156739133,0,0
"Chake Chake","Vitongoji","Chake Chake_Vitongoji",6,47,0,0,0.169175456896378,0,0
"Chake Chake","Ng'ambwa","Chake Chake_Ng'ambwa",6,39,30,0.789473684210526,0.130392150572307,0,0
"Chake Chake","Shungi","Chake Chake_Shungi",6,42,37,0.86046511627907,0.0411252627993828,0,0
"Chake Chake","Chonga","Chake Chake_Chonga",6,37,30,0.769230769230769,0.0374098061933021,0,0
"Chake Chake","Mgelema","Chake Chake_Mgelema",6,3,2,0.666666666666667,0.0181168912331272,0,0
"Chake Chake","Kilindi","Chake Chake_Kilindi",6,18,6,0.352941176470588,0.0540536882313367,0,0
"Chake Chake","Tibirinzi","Chake Chake_Tibirinzi",6,32,23,0.766666666666667,0.175766708463769,0,0
"Chake Chake","Chachani","Chake Chake_Chachani",6,5,2,0.4,0,0,0
"Chake Chake","Wara","Chake Chake_Wara",6,23,0,0,0.0501564003651275,0,0
"Chake Chake","Mvumoni","Chake Chake_Mvumoni",6,27,21,0.84,0.0614969100065074,0,0
"Chake Chake","Matale","Chake Chake_Matale",6,44,38,0.863636363636364,0.209721640780633,0,0
"Chake Chake","Wesha","Chake Chake_Wesha",6,22,0,0,0.272638133014823,0,0
"Chake Chake","Uwandani","Chake Chake_Uwandani",6,26,14,0.583333333333333,0.0327693342501814,0,0
"Chake Chake","Madungu","Chake Chake_Madungu",6,8,4,0.5,0.369110087773914,0,0
"Chake Chake","Mgogoni","Chake Chake_Mgogoni",6,75,66,0.846153846153846,0.0615183479623191,0,0
"Chake Chake","Dodo","Chake Chake_Dodo",6,43,0,0,0.0965694997082916,0,0
"Chake Chake","Mbuzini","Chake Chake_Mbuzini",6,8,6,0.75,0.12583298446838,0,0
"Chake Chake","Michungwani","Chake Chake_Michungwani",6,5,1,0.2,0,0,0
"Chake Chake","Kibokoni","Chake Chake_Kibokoni",6,25,0,0,0.216275442055028,0,0
"Chake Chake","Kichungwani","Chake Chake_Kichungwani",6,29,0,0,0.0313477502282047,0,0
"Chake Chake","Msingini","Chake Chake_Msingini",6,19,0,0,0.023923283068893,0,0
"Chake Chake","Mkoroshoni","Chake Chake_Mkoroshoni",6,3,0,0,0.0303028252205978,0,0
"Chake Chake","Mfikiwa","Chake Chake_Mfikiwa",6,8,5,0.625,0.293610297092886,0,0
"Mkoani","Ng'ombeni","Mkoani_Ng'ombeni",6,10,7,0.777777777777778,0.259530530466034,0,0
"Mkoani","Makombeni","Mkoani_Makombeni",6,13,0,0,0.276832565830436,0,0
"Mkoani","Makoongwe","Mkoani_Makoongwe",6,0,0,0,NA,0,0
"Mkoani","Shidi","Mkoani_Shidi",6,4,4,1,0.461387609717393,0,0
"Mkoani","Mkanyageni","Mkoani_Mkanyageni",6,31,26,0.896551724137931,0.175766708463769,0,0
"Mkoani","Michenzani","Mkoani_Michenzani",6,16,13,0.866666666666667,0.166099539498261,0,0
"Mkoani","Chokocho","Mkoani_Chokocho",6,19,10,0.588235294117647,0.461387609717393,0,0
"Mkoani","Kisiwa Panza","Mkoani_Kisiwa Panza",6,0,0,0,NA,0,0
"Mkoani","Kangani","Mkoani_Kangani",6,76,70,0.897435897435897,0.230693804858696,0,0
"Mkoani","Kengeja","Mkoani_Kengeja",6,54,45,0.849056603773585,0.461387609717393,0,0
"Mkoani","Muambe","Mkoani_Muambe",6,29,0,0,0.190919010917542,0,0
"Mkoani","Kiwani","Mkoani_Kiwani",6,11,0,0,0.461387609717393,0,0
"Mkoani","Mtambile","Mkoani_Mtambile",6,26,21,0.807692307692308,0.461387609717393,0,0
"Mkoani","Mizingani","Mkoani_Mizingani",6,63,58,0.920634920634921,0.12450141849517,0,0
"Mkoani","Ngwachani","Mkoani_Ngwachani",6,43,33,0.891891891891892,0.461387609717393,0,0
"Mkoani","Chambani","Mkoani_Chambani",6,32,22,0.758620689655172,0.461387609717393,0,0
"Mkoani","Wambaa","Mkoani_Wambaa",6,8,4,0.571428571428571,0.461387609717393,0,0
"Mkoani","Mbuguani","Mkoani_Mbuguani",6,22,21,0.954545454545455,0.37749895340514,0,0
"Mkoani","Uweleni","Mkoani_Uweleni",6,27,20,0.714285714285714,0.102530579937198,0,0
"Mkoani","Mtangani","Mkoani_Mtangani",6,13,9,0.692307692307692,0.246073391849276,0,0
"Mkoani","Ukutini","Mkoani_Ukutini",6,11,0,0,0.123036695924638,0,0
"Mkoani","Chumbageni","Mkoani_Chumbageni",6,31,29,0.966666666666667,0.371673352272344,0,0
"Mkoani","Mbuyuni","Mkoani_Mbuyuni",6,16,14,0.875,0.317203981680708,0,0
"Mkoani","Stahabu","Mkoani_Stahabu",6,8,1,0.166666666666667,0.461387609717393,0,0
"Mkoani","Kuukuu","Mkoani_Kuukuu",6,15,0,0,0.44041544563933,0,0
"Mkoani","Mjimbini","Mkoani_Mjimbini",6,45,38,0.883720930232558,0.348064337155226,0,0
"Mkoani","Shamiani","Mkoani_Shamiani",6,0,0,0,NA,0,0
"Mkoani","Jombwe","Mkoani_Jombwe",6,13,0,0,0.141965418374582,0,0
"Mkoani","Kendwa","Mkoani_Kendwa",6,13,0,0,0.369110087773914,0,0
"Mkoani","Minazini","Mkoani_Minazini",6,16,0,0,0.0716248596123222,0,0
"Mkoani","Mgagadu","Mkoani_Mgagadu",6,16,0,0,0.461387609717393,0,0
"Mkoani","Mkungu","Mkoani_Mkungu",6,60,62,1,0.223004011363407,0,0
"Mkoani","Changaweni","Mkoani_Changaweni",6,18,0,0,0.401206617145559,0,0
"Wete","Kipangani","Wete_Kipangani",6,18,0,0,0.166164436897097,0,0
"Wete","Mtambwe Kaskazini","Wete_Mtambwe Kaskazini",6,74,59,0.819444444444444,0.73794991095066,0,0
"Wete","Fundo","Wete_Fundo",6,23,11,0.5,0.442661184608576,0,0
"Wete","Mchanga Mdogo","Wete_Mchanga Mdogo",6,25,19,0.76,0.651068640903468,0,0
"Wete","Kambini","Wete_Kambini",6,15,0,0,0.145893192485533,0,0
"Wete","Kojani","Wete_Kojani",6,10,0,0,0,0,0
"Wete","Ole","Wete_Ole",6,67,49,0.742424242424242,0.626519312731145,0,0
"Wete","Kangagani","Wete_Kangagani",6,13,0,0,0.0841691495108841,0,0
"Wete","Kiuyu Minungwini","Wete_Kiuyu Minungwini",6,22,11,0.5,0.462782147545329,0,0
"Wete","Piki","Wete_Piki",6,32,25,0.78125,0.723097105539577,0,0
"Wete","Kisiwani","Wete_Kisiwani",6,26,18,0.666666666666667,0.617042863393772,0,0
"Wete","Gando","Wete_Gando",6,45,31,0.688888888888889,0.637610958840232,0,0
"Wete","Ukunjwi","Wete_Ukunjwi",6,18,14,0.823529411764706,0.719883340626068,0,0
"Wete","Pandani","Wete_Pandani",6,92,78,0.857142857142857,0.784717554533385,0,0
"Wete","Shengejuu","Wete_Shengejuu",6,24,23,0.92,0.851519151483406,0,0
"Wete","Bopwe","Wete_Bopwe",6,23,0,0,0.0872187563772205,0,0
"Wete","Utaani","Wete_Utaani",6,7,3,0.428571428571429,0.396670412181711,0,0
"Wete","Mtambwe Kusini","Wete_Mtambwe Kusini",6,21,0,0,0.104209423203952,0,0
"Wete","Selem","Wete_Selem",6,12,4,0.333333333333333,0.308521431696886,0,0
"Wete","Kinyikani","Wete_Kinyikani",6,16,14,0.875,0.809868758204326,0,0
"Wete","Chwale","Wete_Chwale",6,24,0,0,0.249246655345645,0,0
"Wete","Maziwani","Wete_Maziwani",6,10,4,0.4,0.370225718036263,0,0
"Wete","Mpambani","Wete_Mpambani",6,13,0,0,0,0,0
"Wete","Mjini Ole","Wete_Mjini Ole",6,23,18,0.782608695652174,0.670436815575653,0,0
"Wete","Kiuyu Kigongoni","Wete_Kiuyu Kigongoni",6,8,0,0,0.124623327672823,0,0
"Wete","Mzambarauni Takao","Wete_Mzambarauni Takao",6,27,21,0.724137931034483,0.670236213686339,0,0
"Wete","Junguni","Wete_Junguni",6,69,35,0.507246376811594,0.469489135190914,0,0
"Wete","Kiungoni","Wete_Kiungoni",6,6,5,0.833333333333333,0.771303579242216,0,0
"Wete","Pembeni","Wete_Pembeni",6,24,0,0,0.179457591848865,0,0
"Wete","Kizimbani","Wete_Kizimbani",6,23,8,0.347826086956522,0.321935406988055,0,0
"Wete","Limbani","Wete_Limbani",6,28,19,0.678571428571429,0.628061485954375,0,0
"Wete","Jadida","Wete_Jadida",6,8,1,0.125,0.182366490606916,0,0
"Micheweni","Micheweni","Micheweni_Micheweni",6,35,0,0,0.114509191776435,0,0
"Micheweni","Msuka Mashariki","Micheweni_Msuka Mashariki",6,19,11,0.578947368421053,0.535853012947224,0,0
"Micheweni","Kinowe","Micheweni_Kinowe",6,18,0,0,0.19385850971328,0,0
"Micheweni","Tumbe Mashariki","Micheweni_Tumbe Mashariki",6,35,0,0,0.0468942404417783,0,0
"Micheweni","Mgogoni","Micheweni_Mgogoni",6,48,37,0.69811320754717,0.646148658836875,0,0
"Micheweni","Shumba Viamboni","Micheweni_Shumba Viamboni",6,21,0,0,0.38633231578575,0,0
"Micheweni","Finya","Micheweni_Finya",6,13,10,0.833333333333333,0.711972534685122,0,0
"Micheweni","Konde","Micheweni_Konde",6,77,41,0.532467532467532,0.492832936346974,0,0
"Micheweni","Wingwi Mapofu","Micheweni_Wingwi Mapofu",6,24,19,0.791666666666667,0.732738400280105,0,0
"Micheweni","Kiuyu Mbuyuni","Micheweni_Kiuyu Mbuyuni",6,18,6,0.333333333333333,0.308521431696886,0,0
"Micheweni","Makangale","Micheweni_Makangale",6,18,8,0.470588235294118,0.432626326696045,0,0
"Micheweni","Wingwi Njuguni","Micheweni_Wingwi Njuguni",6,14,0,0,0.381200766999222,0,0
"Micheweni","Shumba Mjini","Micheweni_Shumba Mjini",6,18,0,0,0.010501915462082,0,0
"Micheweni","Majenzi","Micheweni_Majenzi",6,14,0,0,0.182366490606916,0,0
"Micheweni","Mjini Wingwi","Micheweni_Mjini Wingwi",6,30,0,0,0.0425521811416137,0,0
"Micheweni","Msuka Magharibi","Micheweni_Msuka Magharibi",6,7,4,0.666666666666667,0.528893882908948,0,0
"Micheweni","Chimba","Micheweni_Chimba",6,34,0,0,0.191089102431661,0,0
"Micheweni","Tumbe Magharibi","Micheweni_Tumbe Magharibi",6,51,42,0.823529411764706,0.762229419486425,0,0
"Micheweni","Sizini","Micheweni_Sizini",6,28,8,0.275862068965517,0.25532808140432,0,0
"Micheweni","Kinyasini","Micheweni_Kinyasini",6,30,23,0.766666666666667,0.709599292902838,0,0
"Micheweni","Mihogoni","Micheweni_Mihogoni",6,22,17,0.772727272727273,0.715208773479145,0,0
"Micheweni","Kifundi","Micheweni_Kifundi",6,21,9,0.45,0.396670412181711,0,0
"Micheweni","Maziwa Ng'ombe","Micheweni_Maziwa Ng'ombe",6,13,0,0,0.102873404957747,0,0
"Micheweni","Tondooni","Micheweni_Tondooni",6,39,0,0,0.158251844663902,0,0
"Micheweni","Mtemani","Micheweni_Mtemani",6,18,9,0.473684210526316,0.438425192411365,0,0
"Micheweni","Wingwi Mjananza","Micheweni_Wingwi Mjananza",6,13,0,0,0.00855527942011406,0,0
"Micheweni","Mlindo","Micheweni_Mlindo",6,27,0,0,0.035932173564479,0,0
"Chake Chake","Chanjaani","Chake Chake_Chanjaani",6,40,33,0.804878048780488,0.689514285937562,0,0
"Chake Chake","Wawi","Chake Chake_Wawi",6,90,80,0.860215053763441,0.736919797287456,0,0
"Chake Chake","Pujini","Chake Chake_Pujini",6,24,14,0.56,0.479734788034134,0,0
"Chake Chake","Ziwani","Chake Chake_Ziwani",6,50,44,0.862745098039216,0.739087208455949,0,0
"Chake Chake","Ndagoni","Chake Chake_Ndagoni",6,44,31,0.62,0.531134943894934,0,0
"Chake Chake","Kwale","Chake Chake_Kwale",6,12,5,0.454545454545455,0.356945526811112,0,0
"Chake Chake","Vitongoji","Chake Chake_Vitongoji",6,40,30,0.833333333333333,0.642501948260001,0,0
"Chake Chake","Ng'ambwa","Chake Chake_Ng'ambwa",6,51,47,0.87037037037037,0.745619544894322,0,0
"Chake Chake","Shungi","Chake Chake_Shungi",6,24,12,0.545454545454545,0.428334632173334,0,0
"Chake Chake","Chonga","Chake Chake_Chonga",6,31,26,0.742857142857143,0.636382882086096,0,0
"Chake Chake","Mgelema","Chake Chake_Mgelema",6,7,1,0.142857142857143,0.131825031347827,0,0
"Chake Chake","Kilindi","Chake Chake_Kilindi",6,25,0,0,0.110733026332174,0,0
"Chake Chake","Tibirinzi","Chake Chake_Tibirinzi",6,13,4,0.4,0.27210038521795,0,0
"Chake Chake","Chachani","Chake Chake_Chachani",6,5,0,0,0.184555043886957,0,0
"Chake Chake","Wara","Chake Chake_Wara",6,20,7,0.333333333333333,0.285556421448889,0,0
"Chake Chake","Mvumoni","Chake Chake_Mvumoni",6,34,33,0.942857142857143,0.80771673495543,0,0
"Chake Chake","Matale","Chake Chake_Matale",6,81,80,0.952380952380952,0.81587548985397,0,0
"Chake Chake","Wesha","Chake Chake_Wesha",6,25,16,0.666666666666667,0.548268329181868,0,0
"Chake Chake","Uwandani","Chake Chake_Uwandani",6,33,24,0.75,0.623032192252122,0,0
"Chake Chake","Madungu","Chake Chake_Madungu",6,11,0,0,0.167777312624507,0,0
"Chake Chake","Mgogoni","Chake Chake_Mgogoni",6,48,37,0.755102040816326,0.64687270981279,0,0
"Chake Chake","Dodo","Chake Chake_Dodo",6,43,39,0.795918367346939,0.681838802235103,0,0
"Chake Chake","Mbuzini","Chake Chake_Mbuzini",6,20,0,0,0.138416282915218,0,0
"Chake Chake","Michungwani","Chake Chake_Michungwani",6,5,0,0,0.0922775219434786,0,0
"Chake Chake","Kibokoni","Chake Chake_Kibokoni",6,22,18,0.9,0.700911216283637,0,0
"Chake Chake","Kichungwani","Chake Chake_Kichungwani",6,26,32,0.941176470588235,0.806276954679217,0,0
"Chake Chake","Msingini","Chake Chake_Msingini",6,21,0,0,0.00855527942011406,0,0
"Chake Chake","Mkoroshoni","Chake Chake_Mkoroshoni",6,3,0,0,0.0119773911881597,0,0
"Chake Chake","Mfikiwa","Chake Chake_Mfikiwa",6,9,6,0.666666666666667,0.571112842897779,0,0
"Mkoani","Ng'ombeni","Mkoani_Ng'ombeni",6,10,5,0.555555555555556,0.428334632173334,0,0
"Mkoani","Makombeni","Mkoani_Makombeni",6,10,11,0.916666666666667,0.785280158984446,0,0
"Mkoani","Makoongwe","Mkoani_Makoongwe",6,0,0,0,NA,0,0
"Mkoani","Shidi","Mkoani_Shidi",6,8,8,1,0.856669264346668,0,0
"Mkoani","Mkanyageni","Mkoani_Mkanyageni",6,21,14,0.736842105263158,0.571112842897779,0,0
"Mkoani","Michenzani","Mkoani_Michenzani",6,15,13,0.764705882352941,0.655100025676864,0,0
"Mkoani","Chokocho","Mkoani_Chokocho",6,17,6,0.4,0.302353858004706,0,0
"Mkoani","Kisiwa Panza","Mkoani_Kisiwa Panza",6,0,0,0,NA,0,0
"Mkoani","Kangani","Mkoani_Kangani",6,25,16,0.615384615384615,0.527181085751796,0,0
"Mkoani","Kengeja","Mkoani_Kengeja",6,56,43,0.767857142857143,0.657799613694763,0,0
"Mkoani","Muambe","Mkoani_Muambe",6,31,20,0.606060606060606,0.519193493543435,0,0
"Mkoani","Kiwani","Mkoani_Kiwani",6,10,6,0.666666666666667,0.514001558608001,0,0
"Mkoani","Mtambile","Mkoani_Mtambile",6,7,1,0.166666666666667,0.31942219134281,0,0
"Mkoani","Mizingani","Mkoani_Mizingani",6,29,24,0.827586206896552,0.708967667045518,0,0
"Mkoani","Ngwachani","Mkoani_Ngwachani",6,38,27,0.675,0.578251753434001,0,0
"Mkoani","Chambani","Mkoani_Chambani",6,24,14,0.608695652173913,0.499723737535556,0,0
"Mkoani","Wambaa","Mkoani_Wambaa",6,4,1,0.25,0.263650062695653,0,0
"Mkoani","Mbuguani","Mkoani_Mbuguani",6,8,5,0.714285714285714,0.535418290216668,0,0
"Mkoani","Uweleni","Mkoani_Uweleni",6,16,6,0.375,0.329562578369567,0,0
"Mkoani","Mtangani","Mkoani_Mtangani",6,13,6,0.461538461538462,0.395385814313847,0,0
"Mkoani","Ukutini","Mkoani_Ukutini",6,8,6,0.75,0.642501948260001,0,0
"Mkoani","Chumbageni","Mkoani_Chumbageni",6,41,25,0.609756097560976,0.522359307528456,0,0
"Mkoani","Mbuyuni","Mkoani_Mbuyuni",6,11,7,0.636363636363636,0.545153168220607,0,0
"Mkoani","Stahabu","Mkoani_Stahabu",6,21,15,0.75,0.611906617390477,0,0
"Mkoani","Kuukuu","Mkoani_Kuukuu",6,11,8,0.727272727272727,0.623032192252122,0,0
"Mkoani","Mjimbini","Mkoani_Mjimbini",6,32,20,0.625,0.535418290216668,0,0
"Mkoani","Shamiani","Mkoani_Shamiani",6,0,0,0,NA,0,0
"Mkoani","Jombwe","Mkoani_Jombwe",6,17,14,0.823529411764706,0.705492335344315,0,0
"Mkoani","Kendwa","Mkoani_Kendwa",6,12,9,0.818181818181818,0.642501948260001,0,0
"Mkoani","Minazini","Mkoani_Minazini",6,13,12,0.923076923076923,0.790771628627694,0,0
"Mkoani","Mgagadu","Mkoani_Mgagadu",6,12,15,1,0.856669264346668,0,0
"Mkoani","Mkungu","Mkoani_Mkungu",6,14,12,0.923076923076923,0.734287940868573,0,0
"Mkoani","Changaweni","Mkoani_Changaweni",6,13,6,0.428571428571429,0.367143970434286,0,0
"Wete","Kipangani","Wete_Kipangani",6,23,14,0.608695652173913,0.478260869565217,0,0
"Wete","Mtambwe Kaskazini","Wete_Mtambwe Kaskazini",6,101,82,0.788461538461538,0.213705817050568,0,0
"Wete","Fundo","Wete_Fundo",6,45,37,0.787234042553192,0.089426426645266,0,0
"Wete","Mchanga Mdogo","Wete_Mchanga Mdogo",6,25,0,0,0.257339167080159,0,0
"Wete","Kambini","Wete_Kambini",6,15,5,0.333333333333333,0.0576652449191741,0,0
"Wete","Kojani","Wete_Kojani",6,7,1,0.142857142857143,0,0,0
"Wete","Ole","Wete_Ole",6,73,53,0.726027397260274,0.726027397260274,0,0
"Wete","Kangagani","Wete_Kangagani",6,13,5,0.384615384615385,0.0332684105302928,0,0
"Wete","Kiuyu Minungwini","Wete_Kiuyu Minungwini",6,22,0,0,0.182917690865317,0,0
"Wete","Piki","Wete_Piki",6,31,22,0.709677419354839,0.285808891977057,0,0
"Wete","Kisiwani","Wete_Kisiwani",6,19,15,0.833333333333333,0.243890254487089,0,0
"Wete","Gando","Wete_Gando",6,44,27,0.613636363636364,0.252019929636659,0,0
"Wete","Ukunjwi","Wete_Ukunjwi",6,37,22,0.564102564102564,0.138424198492672,0,0
"Wete","Pandani","Wete_Pandani",6,98,65,0.656565656565657,0.29117509974479,0,0
"Wete","Shengejuu","Wete_Shengejuu",6,15,10,0.714285714285714,0.336568551192183,0,0
"Wete","Bopwe","Wete_Bopwe",6,23,12,0.521739130434783,0.0344737877234193,0,0
"Wete","Utaani","Wete_Utaani",6,7,3,0.428571428571429,0.156786592170272,0,0
"Wete","Mtambwe Kusini","Wete_Mtambwe Kusini",6,13,5,0.384615384615385,0.0411894606565529,0,0
"Wete","Selem","Wete_Selem",6,12,4,0.333333333333333,0.121945127243545,0,0
"Wete","Kinyikani","Wete_Kinyikani",6,20,17,0.85,0.256084767211444,0,0
"Wete","Chwale","Wete_Chwale",6,38,34,0.85,0.0622208725983251,0,0
"Wete","Maziwani","Wete_Maziwani",6,8,3,0.375,0.146334152692253,0,0
"Wete","Mpambani","Wete_Mpambani",6,11,7,0.636363636363636,0,0,0
"Wete","Mjini Ole","Wete_Mjini Ole",6,26,21,0.807692307692308,0.807692307692308,0,0
"Wete","Kiuyu Kigongoni","Wete_Kiuyu Kigongoni",6,21,8,0.347826086956522,0.0187650250693361,0,0
"Wete","Mzambarauni Takao","Wete_Mzambarauni Takao",6,13,8,0.666666666666667,0.264915276425631,0,0
"Wete","Junguni","Wete_Junguni",6,69,0,0,0.18556867189235,0,0
"Wete","Kiungoni","Wete_Kiungoni",6,14,14,0.933333333333333,0.130655493475226,0,0
"Wete","Pembeni","Wete_Pembeni",6,23,21,0.91304347826087,0.0709317947620905,0,0
"Wete","Kizimbani","Wete_Kizimbani",6,24,11,0.458333333333333,0.121945127243545,0,0
"Wete","Limbani","Wete_Limbani",6,23,8,0.347826086956522,0.24824543760293,0,0
"Wete","Jadida","Wete_Jadida",6,13,3,0.230769230769231,0.044357880707057,0,0
"Micheweni","Micheweni","Micheweni_Micheweni",6,31,11,0.354838709677419,0.0452605120005146,0,0
"Micheweni","Msuka Mashariki","Micheweni_Msuka Mashariki",6,20,14,0.7,0.201209459951848,0,0
"Micheweni","Kinowe","Micheweni_Kinowe",6,25,9,0.346153846153846,0.0551691737038482,0,0
"Micheweni","Tumbe Mashariki","Micheweni_Tumbe Mashariki",6,37,23,0.621621621621622,0.0175333514956948,0,0
"Micheweni","Mgogoni","Micheweni_Mgogoni",6,13,7,0.583333333333333,0.255394511774216,0,0
"Micheweni","Shumba Viamboni","Micheweni_Shumba Viamboni",6,9,2,0.25,0.152700391501723,0,0
"Micheweni","Finya","Micheweni_Finya",6,38,27,0.642857142857143,0.0962724688764825,0,0
"Micheweni","Konde","Micheweni_Konde",6,77,60,0.779220779220779,0.194795462999428,0,0
"Micheweni","Wingwi Mapofu","Micheweni_Wingwi Mapofu",6,29,17,0.586206896551724,0.239685250099381,0,0
"Micheweni","Kiuyu Mbuyuni","Micheweni_Kiuyu Mbuyuni",6,18,0,0,0.121945127243545,0,0
"Micheweni","Makangale","Micheweni_Makangale",6,40,26,0.604651162790698,0.0769492818552709,0,0
"Micheweni","Wingwi Njuguni","Micheweni_Wingwi Njuguni",6,11,6,0.545454545454545,0.150672113056728,0,0
"Micheweni","Shumba Mjini","Micheweni_Shumba Mjini",6,36,13,0.342105263157895,0.002075475616525,0,0
"Micheweni","Majenzi","Micheweni_Majenzi",6,14,0,0,0.0720815561489676,0,0
"Micheweni","Mjini Wingwi","Micheweni_Mjini Wingwi",6,30,0,0,0.0168190297680925,0,0
"Micheweni","Msuka Magharibi","Micheweni_Msuka Magharibi",6,23,22,0.88,0.0636235446488058,0,0
"Micheweni","Chimba","Micheweni_Chimba",6,16,11,0.733333333333333,0.0755292259040779,0,0
"Micheweni","Tumbe Magharibi","Micheweni_Tumbe Magharibi",6,51,0,0,0.301276196719345,0,0
"Micheweni","Sizini","Micheweni_Sizini",6,21,8,0.380952380952381,0.100920105305002,0,0
"Micheweni","Kinyasini","Micheweni_Kinyasini",6,31,13,0.419354838709677,0.271426250961438,0,0
"Micheweni","Mihogoni","Micheweni_Mihogoni",6,22,0,0,0.282690976791853,0,0
"Micheweni","Kifundi","Micheweni_Kifundi",6,42,27,0.6,0.0783932960851358,0,0
"Micheweni","Maziwa Ng'ombe","Micheweni_Maziwa Ng'ombe",6,24,15,0.6,0.0220249199344068,0,0
"Micheweni","Tondooni","Micheweni_Tondooni",6,20,10,0.526315789473684,0.0625500835644538,0,0
"Micheweni","Mtemani","Micheweni_Mtemani",6,10,5,0.5,0.173290443977669,0,0
"Micheweni","Wingwi Mjananza","Micheweni_Wingwi Mjananza",6,11,9,0.818181818181818,0.00338153052043034,0,0
"Micheweni","Mlindo","Micheweni_Mlindo",6,27,0,0,0.0142024281858075,0,0
