"district","shehia","d_s","year","dog_pop_est","dogs_vacc","vc_est","vc_waning_est","human_exposures","animal_cases"
"Mkoani","Muambe","Mkoani_Muambe",1,23,0,0,0.455397684856793,0,0
"Mkoani","Kiwani","Mkoani_Kiwani",1,16,0,0,0.229998637079964,0,0
"Mkoani","Mtambile","Mkoani_Mtambile",1,33,0,0,0.581897041761458,0,0
"Mkoani","Mizingani","Mkoani_Mizingani",1,57,0,0,0.408348801236111,0,0
"Mkoani","Ngwachani","Mkoani_Ngwachani",1,71,0,0,0.38519945018012,0,0
"Mkoani","Chambani","Mkoani_Chambani",1,95,0,0,0.0676624467164486,0,0
"Mkoani","Wambaa","Mkoani_Wambaa",1,17,0,0,0.0238140187105441,0,0
"Mkoani","Mbuguani","Mkoani_Mbuguani",1,17,0,0,0.108234652743513,0,0
"Mkoani","Uweleni","Mkoani_Uweleni",1,21,0,0,0.415640744115327,0,0
"Mkoani","Mtangani","Mkoani_Mtangani",1,18,0,0,0.378233077144948,0,0
"Mkoani","Ukutini","Mkoani_Ukutini",1,24,0,0,0.36853479311559,0,0
"Mkoani","Chumbageni","Mkoani_Chumbageni",1,44,0,0,0.391889844451594,0,0
"Mkoani","Mbuyuni","Mkoani_Mbuyuni",1,16,0,0,0.400054216211002,0,0
"Mkoani","Stahabu","Mkoani_Stahabu",1,27,0,0,0.366379618886844,0,0
"Mkoani","Kuukuu","Mkoani_Kuukuu",1,35,0,0,0.290948520880729,0,0
"Mkoani","Mjimbini","Mkoani_Mjimbini",1,79,0,0,0.287820042161581,0,0
"Mkoani","Shamiani","Mkoani_Shamiani",1,0,0,0,NA,0,0
"Mkoani","Jombwe","Mkoani_Jombwe",1,6,0,0,0.00952560748421763,0,0
"Mkoani","Kendwa","Mkoani_Kendwa",1,18,0,0,0.145474260440365,0,0
"Mkoani","Minazini","Mkoani_Minazini",1,28,0,0,0.45846433593327,0,0
"Mkoani","Mgagadu","Mkoani_Mgagadu",1,17,0,0,0.410750853008088,0,0
"Mkoani","Mkungu","Mkoani_Mkungu",1,40,0,0,0.363685651100911,0,0
"Mkoani","Changaweni","Mkoani_Changaweni",1,32,0,0,0.132691521392287,0,0
"Wete","Kipangani","Wete_Kipangani",1,11,0,0,0.0152984798533953,0,0
"Wete","Mtambwe Kaskazini","Wete_Mtambwe Kaskazini",1,119,105,0.921052631578947,0.132153913018322,0,0
"Wete","Fundo","Wete_Fundo",1,53,52,1,0.104588175352489,0,0
"Wete","Mchanga Mdogo","Wete_Mchanga Mdogo",1,25,8,0.32,0.0735995638655886,0,0
"Wete","Kambini","Wete_Kambini",1,15,12,0.8,0.0766662123599881,0,0
"Wete","Kojani","Wete_Kojani",1,18,0,0,0,0,0
"Wete","Ole","Wete_Ole",1,88,23,0.252747252747253,0.133294664671343,0,0
"Wete","Kangagani","Wete_Kangagani",1,13,6,0.461538461538462,0.0530766085569149,0,0
"Wete","Kiuyu Minungwini","Wete_Kiuyu Minungwini",1,15,6,0.375,0,0,0
"Wete","Piki","Wete_Piki",1,60,38,0.666666666666667,0.0523759272558335,0,0
"Wete","Kisiwani","Wete_Kisiwani",1,40,22,0.564102564102564,0.121272008642163,0,0
"Wete","Gando","Wete_Gando",1,41,29,0.707317073170732,0.112194457112178,0,0
"Wete","Ukunjwi","Wete_Ukunjwi",1,55,53,1,0.146624131138477,0,0
"Wete","Pandani","Wete_Pandani",1,45,44,0.977777777777778,0.181062756850185,0,0
"Wete","Shengejuu","Wete_Shengejuu",1,13,8,0.615384615384615,0.0287498296349955,0,0
"Wete","Bopwe","Wete_Bopwe",1,23,11,0.478260869565217,0.0899994666834643,0,0
"Wete","Utaani","Wete_Utaani",1,12,4,0.333333333333333,0.169472679953658,0,0
"Wete","Mtambwe Kusini","Wete_Mtambwe Kusini",1,52,28,0.571428571428571,0.124672158417177,0,0
"Wete","Selem","Wete_Selem",1,12,4,0.333333333333333,0.114999318539982,0,0
"Wete","Kinyikani","Wete_Kinyikani",1,54,32,0.695652173913043,0.0323291256939709,0,0
"Wete","Chwale","Wete_Chwale",1,17,4,0.235294117647059,0.0541173263717563,0,0
"Wete","Maziwani","Wete_Maziwani",1,13,6,0.461538461538462,0.12937423335748,0,0
"Wete","Mpambani","Wete_Mpambani",1,16,0,0,0,0,0
"Wete","Mjini Ole","Wete_Mjini Ole",1,20,7,0.35,0.114999318539982,0,0
"Wete","Kiuyu Kigongoni","Wete_Kiuyu Kigongoni",1,13,13,1,0.0707688114092198,0,0
"Wete","Mzambarauni Takao","Wete_Mzambarauni Takao",1,19,18,1,0.137999182247979,0,0
"Wete","Junguni","Wete_Junguni",1,54,7,0.125,0.119258552559982,0,0
"Wete","Kiungoni","Wete_Kiungoni",1,30,20,0.645161290322581,0.13033256101198,0,0
"Wete","Pembeni","Wete_Pembeni",1,20,15,0.714285714285714,0.0919994548319857,0,0
"Wete","Kizimbani","Wete_Kizimbani",1,16,16,1,0.229998637079964,0,0
"Wete","Limbani","Wete_Limbani",1,53,52,1,0.182412712166868,0,0
"Wete","Jadida","Wete_Jadida",1,33,33,1,0.139393113381797,0,0
"Micheweni","Micheweni","Micheweni_Micheweni",1,44,27,0.627906976744186,0.110576267826906,0,0
"Micheweni","Msuka Mashariki","Micheweni_Msuka Mashariki",1,46,13,0.302325581395349,0.0665056299990258,0,0
"Micheweni","Kinowe","Micheweni_Kinowe",1,22,0,0,0.10615321711383,0,0
"Micheweni","Tumbe Mashariki","Micheweni_Tumbe Mashariki",1,31,9,0.290322580645161,0.0667737978619251,0,0
"Micheweni","Mgogoni","Micheweni_Mgogoni",1,51,0,0,0.0856857667552808,0,0
"Micheweni","Shumba Viamboni","Micheweni_Shumba Viamboni",1,45,47,1,0.117554858951982,0,0
"Micheweni","Finya","Micheweni_Finya",1,58,30,0.566037735849057,0.0755709807548454,0,0
"Micheweni","Konde","Micheweni_Konde",1,59,57,1,0.114999318539982,0,0
"Micheweni","Wingwi Mapofu","Micheweni_Wingwi Mapofu",1,54,54,1,0.0851846803999868,0,0
"Micheweni","Kiuyu Mbuyuni","Micheweni_Kiuyu Mbuyuni",1,27,12,0.461538461538462,0.103102837311708,0,0
"Micheweni","Makangale","Micheweni_Makangale",1,62,59,1,0.109416827348721,0,0
"Micheweni","Wingwi Njuguni","Micheweni_Wingwi Njuguni",1,19,0,0,0.153332424719976,0,0
"Micheweni","Shumba Mjini","Micheweni_Shumba Mjini",1,15,0,0,0.109999348168679,0,0
"Micheweni","Majenzi","Micheweni_Majenzi",1,18,18,1,0.025555404119996,0,0
"Micheweni","Mjini Wingwi","Micheweni_Mjini Wingwi",1,30,7,0.233333333333333,0,0,0
"Micheweni","Msuka Magharibi","Micheweni_Msuka Magharibi",1,42,45,1,0.0657138963085613,0,0
"Micheweni","Chimba","Micheweni_Chimba",1,63,42,0.666666666666667,0.0710289908629302,0,0
"Micheweni","Tumbe Magharibi","Micheweni_Tumbe Magharibi",1,40,8,0.19047619047619,0.0862494889049866,0,0
"Micheweni","Sizini","Micheweni_Sizini",1,48,49,1,0.0766662123599881,0,0
"Micheweni","Kinyasini","Micheweni_Kinyasini",1,43,14,0.341463414634146,0.0807012761684086,0,0
"Micheweni","Mihogoni","Micheweni_Mihogoni",1,21,7,0.333333333333333,0.109523160514269,0,0
"Micheweni","Kifundi","Micheweni_Kifundi",1,72,44,0.63768115942029,0.130264714806351,0,0
"Micheweni","Maziwa Ng'ombe","Micheweni_Maziwa Ng'ombe",1,13,11,0.916666666666667,0.167271736058156,0,0
"Micheweni","Tondooni","Micheweni_Tondooni",1,63,20,0.317460317460317,0.102221616479984,0,0
"Micheweni","Mtemani","Micheweni_Mtemani",1,32,0,0,0.128467707197818,0,0
"Micheweni","Wingwi Mjananza","Micheweni_Wingwi Mjananza",1,17,0,0,0.0547615802571344,0,0
"Micheweni","Mlindo","Micheweni_Mlindo",1,27,0,0,0.229998637079964,0,0
"Chake Chake","Chanjaani","Chake Chake_Chanjaani",1,37,15,0.454545454545455,0.126770902327539,0,0
"Chake Chake","Wawi","Chake Chake_Wawi",1,107,48,0.452830188679245,0.133481351876765,0,0
"Chake Chake","Pujini","Chake Chake_Pujini",1,51,0,0,0.0640979808255638,0,0
"Chake Chake","Ziwani","Chake Chake_Ziwani",1,45,6,0.13953488372093,0.163224839218039,0,0
"Chake Chake","Ndagoni","Chake Chake_Ndagoni",1,29,0,0,0.0793098748551601,0,0
"Chake Chake","Kwale","Chake Chake_Kwale",1,8,1,0.142857142857143,0.0287498296349955,0,0
"Chake Chake","Vitongoji","Chake Chake_Vitongoji",1,63,22,0.366666666666667,0.0960188484896939,0,0
"Chake Chake","Ng'ambwa","Chake Chake_Ng'ambwa",1,47,13,0.282608695652174,0.229998637079964,0,0
"Chake Chake","Shungi","Chake Chake_Shungi",1,34,0,0,0.128528650132921,0,0
"Chake Chake","Chonga","Chake Chake_Chonga",1,25,3,0.111111111111111,0.101199400315184,0,0
"Chake Chake","Mgelema","Chake Chake_Mgelema",1,5,0,0,0.0458357734128903,0,0
"Chake Chake","Kilindi","Chake Chake_Kilindi",1,24,2,0.0869565217391304,0.136755946371871,0,0
"Chake Chake","Tibirinzi","Chake Chake_Tibirinzi",1,45,16,0.380952380952381,0.150383724244592,0,0
"Chake Chake","Chachani","Chake Chake_Chachani",1,5,0,0,0,0,0
"Chake Chake","Wara","Chake Chake_Wara",1,25,0,0,0.126895799768256,0,0
"Chake Chake","Mvumoni","Chake Chake_Mvumoni",1,38,0,0,0.155587313318799,0,0
"Chake Chake","Matale","Chake Chake_Matale",1,42,20,0.476190476190476,0.120475476565696,0,0
"Chake Chake","Wesha","Chake Chake_Wesha",1,19,13,0.65,0.108946722827352,0,0
"Chake Chake","Uwandani","Chake Chake_Uwandani",1,41,1,0.0263157894736842,0.0829064854590569,0,0
"Chake Chake","Madungu","Chake Chake_Madungu",1,11,8,0.8,0.031251663690607,0,0
"Chake Chake","Mgogoni","Chake Chake_Mgogoni",1,62,10,0.15625,0.0890317304825669,0,0
"Chake Chake","Dodo","Chake Chake_Dodo",1,37,9,0.236842105263158,0.0265458147178901,0,0
"Chake Chake","Mbuzini","Chake Chake_Mbuzini",1,11,3,0.272727272727273,0.108946722827352,0,0
"Chake Chake","Michungwani","Chake Chake_Michungwani",1,5,0,0,0,0,0
"Chake Chake","Kibokoni","Chake Chake_Kibokoni",1,34,15,0.46875,0.0809254463799875,0,0
"Chake Chake","Kichungwani","Chake Chake_Kichungwani",1,24,0,0,0.0958327654499851,0,0
"Chake Chake","Msingini","Chake Chake_Msingini",1,18,0,0,0.0638885102999901,0,0
"Chake Chake","Mkoroshoni","Chake Chake_Mkoroshoni",1,3,0,0,0.0766662123599881,0,0
"Chake Chake","Mfikiwa","Chake Chake_Mfikiwa",1,11,7,0.636363636363636,0.0982195144561935,0,0
"Mkoani","Ng'ombeni","Mkoani_Ng'ombeni",1,17,9,0.5625,0.149766554377651,0,0
"Mkoani","Makombeni","Mkoani_Makombeni",1,15,9,0.6,0.121051914252613,0,0
"Mkoani","Makoongwe","Mkoani_Makoongwe",1,0,0,0,NA,0,0
"Mkoani","Shidi","Mkoani_Shidi",1,6,6,1,0.229998637079964,0,0
"Mkoani","Mkanyageni","Mkoani_Mkanyageni",1,44,16,0.380952380952381,0.122277756422259,0,0
"Mkoani","Michenzani","Mkoani_Michenzani",1,27,9,0.36,0.155931279376247,0,0
"Mkoani","Chokocho","Mkoani_Chokocho",1,30,31,1,0.114999318539982,0,0
"Mkoani","Kisiwa Panza","Mkoani_Kisiwa Panza",1,0,0,0,NA,0,0
"Mkoani","Kangani","Mkoani_Kangani",1,66,38,0.558823529411765,0.114999318539982,0,0
"Mkoani","Kengeja","Mkoani_Kengeja",1,58,58,1,0.19166553089997,0,0
"Mkoani","Muambe","Mkoani_Muambe",1,26,12,0.461538461538462,0.159229825670745,0,0
"Mkoani","Kiwani","Mkoani_Kiwani",1,13,13,1,0.0909084756617935,0,0
"Mkoani","Mtambile","Mkoani_Mtambile",1,29,29,1,0.229998637079964,0,0
"Mkoani","Mizingani","Mkoani_Mizingani",1,60,17,0.283333333333333,0.153332424719976,0,0
"Mkoani","Ngwachani","Mkoani_Ngwachani",1,84,86,1,0.128689713604266,0,0
"Mkoani","Chambani","Mkoani_Chambani",1,56,51,1,0.0267440275674377,0,0
"Mkoani","Wambaa","Mkoani_Wambaa",1,14,13,1,0.00941264769149182,0,0
"Mkoani","Mbuguani","Mkoani_Mbuguani",1,19,18,0.9,0.0382772529102288,0,0
"Mkoani","Uweleni","Mkoani_Uweleni",1,24,6,0.24,0.143749148174978,0,0
"Mkoani","Mtangani","Mkoani_Mtangani",1,16,8,0.533333333333333,0.149499114101977,0,0
"Mkoani","Ukutini","Mkoani_Ukutini",1,16,4,0.266666666666667,0.145665803483977,0,0
"Mkoani","Chumbageni","Mkoani_Chumbageni",1,37,29,0.805555555555556,0.154897041298751,0,0
"Mkoani","Mbuyuni","Mkoani_Mbuyuni",1,16,11,0.6875,0.158124062992475,0,0
"Mkoani","Stahabu","Mkoani_Stahabu",1,28,28,1,0.139642029655693,0,0
"Mkoani","Kuukuu","Mkoani_Kuukuu",1,23,21,0.954545454545455,0.114999318539982,0,0
"Mkoani","Mjimbini","Mkoani_Mjimbini",1,60,43,0.754385964912281,0.113762766727724,0,0
"Mkoani","Shamiani","Mkoani_Shamiani",1,0,0,0,NA,0,0
"Mkoani","Jombwe","Mkoani_Jombwe",1,9,4,0.444444444444444,0.00251003938439782,0,0
"Mkoani","Kendwa","Mkoani_Kendwa",1,15,12,0.8,0.0574996592699911,0,0
"Mkoani","Minazini","Mkoani_Minazini",1,21,3,0.15,0.181211047396336,0,0
"Mkoani","Mgagadu","Mkoani_Mgagadu",1,18,18,1,0.153332424719976,0,0
"Mkoani","Mkungu","Mkoani_Mkungu",1,49,29,0.568627450980392,0.117346243408145,0,0
"Mkoani","Changaweni","Mkoani_Changaweni",1,24,20,0.869565217391304,0.0524471974971886,0,0
"Wete","Kipangani","Wete_Kipangani",1,14,6,0.4,0.00475107669946889,0,0
"Wete","Mtambwe Kaskazini","Wete_Mtambwe Kaskazini",1,92,0,0,0.424962272108125,0,0
"Wete","Fundo","Wete_Fundo",1,42,22,0.564102564102564,0.461387609717393,0,0
"Wete","Mchanga Mdogo","Wete_Mchanga Mdogo",1,25,0,0,0.147644035109566,0,0
"Wete","Kambini","Wete_Kambini",1,15,0,0,0.369110087773914,0,0
"Wete","Kojani","Wete_Kojani",1,13,0,0,0,0,0
"Wete","Ole","Wete_Ole",1,107,94,0.846846846846847,0.0991767759205611,0,0
"Wete","Kangagani","Wete_Kangagani",1,13,0,0,0.212948127561874,0,0
"Wete","Kiuyu Minungwini","Wete_Kiuyu Minungwini",1,18,0,0,0.153795869905798,0,0
"Wete","Piki","Wete_Piki",1,43,0,0,0.307591739811595,0,0
"Wete","Kisiwani","Wete_Kisiwani",1,33,0,0,0.260269933686735,0,0
"Wete","Gando","Wete_Gando",1,43,0,0,0.31116838794894,0,0
"Wete","Ukunjwi","Wete_Ukunjwi",1,42,23,0.58974358974359,0.461387609717393,0,0
"Wete","Pandani","Wete_Pandani",1,44,0,0,0.469275116644245,0,0
"Wete","Shengejuu","Wete_Shengejuu",1,11,9,0.818181818181818,0.283930836749165,0,0
"Wete","Bopwe","Wete_Bopwe",1,23,0,0,0.220663639430058,0,0
"Wete","Utaani","Wete_Utaani",1,9,0,0,0.153795869905798,0,0
"Wete","Mtambwe Kusini","Wete_Mtambwe Kusini",1,33,0,0,0.263650062695653,0,0
"Wete","Selem","Wete_Selem",1,12,3,0.25,0.153795869905798,0,0
"Wete","Kinyikani","Wete_Kinyikani",1,20,6,0.375,0.320965293716447,0,0
"Wete","Chwale","Wete_Chwale",1,17,12,0.705882352941177,0.10856179052174,0,0
"Wete","Maziwani","Wete_Maziwani",1,11,5,0.454545454545455,0.212948127561874,0,0
"Wete","Mpambani","Wete_Mpambani",1,14,0,0,0,0,0
"Wete","Mjini Ole","Wete_Mjini Ole",1,23,14,0.608695652173913,0.140422316000946,0,0
"Wete","Kiuyu Kigongoni","Wete_Kiuyu Kigongoni",1,5,2,0.5,0.461387609717393,0,0
"Wete","Mzambarauni Takao","Wete_Mzambarauni Takao",1,11,1,0.1,0.461387609717393,0,0
"Wete","Junguni","Wete_Junguni",1,65,24,0.352941176470588,0.0496878964311039,0,0
"Wete","Kiungoni","Wete_Kiungoni",1,32,30,0.909090909090909,0.288367256073371,0,0
"Wete","Pembeni","Wete_Pembeni",1,24,9,0.36,0.288367256073371,0,0
"Wete","Kizimbani","Wete_Kizimbani",1,15,0,0,0.461387609717393,0,0
"Wete","Limbani","Wete_Limbani",1,38,15,0.441176470588235,0.461387609717393,0,0
"Wete","Jadida","Wete_Jadida",1,17,0,0,0.461387609717393,0,0
"Micheweni","Micheweni","Micheweni_Micheweni",1,39,0,0,0.289708499124875,0,0
"Micheweni","Msuka Mashariki","Micheweni_Msuka Mashariki",1,32,22,0.758620689655172,0.139489277356421,0,0
"Micheweni","Kinowe","Micheweni_Kinowe",1,15,7,0.5,0.0419577579977509,0,0
"Micheweni","Tumbe Mashariki","Micheweni_Tumbe Mashariki",1,33,0,0,0.12583298446838,0,0
"Micheweni","Mgogoni","Micheweni_Mgogoni",1,59,35,0.573770491803279,0.0292756108063403,0,0
"Micheweni","Shumba Viamboni","Micheweni_Shumba Viamboni",1,42,31,0.775,0.461387609717393,0,0
"Micheweni","Finya","Micheweni_Finya",1,33,26,0.896551724137931,0.261162797953241,0,0
"Micheweni","Konde","Micheweni_Konde",1,21,2,0.125,0.461387609717393,0,0
"Micheweni","Wingwi Mapofu","Micheweni_Wingwi Mapofu",1,28,12,0.521739130434783,0.461387609717393,0,0
"Micheweni","Kiuyu Mbuyuni","Micheweni_Kiuyu Mbuyuni",1,25,5,0.2,0.212948127561874,0,0
"Micheweni","Makangale","Micheweni_Makangale",1,41,34,0.918918918918919,0.461387609717393,0,0
"Micheweni","Wingwi Njuguni","Micheweni_Wingwi Njuguni",1,17,13,0.764705882352941,0.0606056504411956,0,0
"Micheweni","Shumba Mjini","Micheweni_Shumba Mjini",1,12,0,0,0.0434779666208578,0,0
"Micheweni","Majenzi","Micheweni_Majenzi",1,15,4,0.285714285714286,0.461387609717393,0,0
"Micheweni","Mjini Wingwi","Micheweni_Mjini Wingwi",1,30,0,0,0.107657108934058,0,0
"Micheweni","Msuka Magharibi","Micheweni_Msuka Magharibi",1,53,46,0.836363636363636,0.391744196929862,0,0
"Micheweni","Chimba","Micheweni_Chimba",1,61,23,0.383333333333333,0.307591739811595,0,0
"Micheweni","Tumbe Magharibi","Micheweni_Tumbe Magharibi",1,52,37,0.672727272727273,0.0709827091872912,0,0
"Micheweni","Sizini","Micheweni_Sizini",1,27,0,0,0.461387609717393,0,0
"Micheweni","Kinyasini","Micheweni_Kinyasini",1,35,0,0,0.157546988683988,0,0
"Micheweni","Mihogoni","Micheweni_Mihogoni",1,21,0,0,0.153795869905798,0,0
"Micheweni","Kifundi","Micheweni_Kifundi",1,55,38,0.745098039215686,0.294218185906743,0,0
"Micheweni","Maziwa Ng'ombe","Micheweni_Maziwa Ng'ombe",1,9,0,0,0.422938642240944,0,0
"Micheweni","Tondooni","Micheweni_Tondooni",1,63,20,0.317460317460317,0.146472257053141,0,0
"Micheweni","Mtemani","Micheweni_Mtemani",1,15,4,0.333333333333333,0.0507777071264072,0,0
"Micheweni","Wingwi Mjananza","Micheweni_Wingwi Mjananza",1,15,0,0,0.0216448751575699,0,0
"Micheweni","Mlindo","Micheweni_Mlindo",1,27,0,0,0.0909084756617935,0,0
"Chake Chake","Chanjaani","Chake Chake_Chanjaani",1,17,9,0.6,0.209721640780633,0,0
"Chake Chake","Wawi","Chake Chake_Wawi",1,104,87,0.844660194174757,0.208930238362593,0,0
"Chake Chake","Pujini","Chake Chake_Pujini",1,46,33,0.733333333333333,0.0253351489549261,0,0
"Chake Chake","Ziwani","Chake Chake_Ziwani",1,36,28,0.8,0.0645156924051438,0,0
"Chake Chake","Ndagoni","Chake Chake_Ndagoni",1,35,29,0.805555555555556,0.0259738501890839,0,0
"Chake Chake","Kwale","Chake Chake_Kwale",1,7,1,0.142857142857143,0.0659125156739133,0,0
"Chake Chake","Vitongoji","Chake Chake_Vitongoji",1,47,0,0,0.169175456896378,0,0
"Chake Chake","Ng'ambwa","Chake Chake_Ng'ambwa",1,39,30,0.789473684210526,0.130392150572307,0,0
"Chake Chake","Shungi","Chake Chake_Shungi",1,42,37,0.86046511627907,0.0411252627993828,0,0
"Chake Chake","Chonga","Chake Chake_Chonga",1,37,30,0.769230769230769,0.0374098061933021,0,0
"Chake Chake","Mgelema","Chake Chake_Mgelema",1,3,2,0.666666666666667,0.0181168912331272,0,0
"Chake Chake","Kilindi","Chake Chake_Kilindi",1,18,6,0.352941176470588,0.0540536882313367,0,0
"Chake Chake","Tibirinzi","Chake Chake_Tibirinzi",1,32,23,0.766666666666667,0.175766708463769,0,0
"Chake Chake","Chachani","Chake Chake_Chachani",1,5,2,0.4,0,0,0
"Chake Chake","Wara","Chake Chake_Wara",1,23,0,0,0.0501564003651275,0,0
"Chake Chake","Mvumoni","Chake Chake_Mvumoni",1,27,21,0.84,0.0614969100065074,0,0
"Chake Chake","Matale","Chake Chake_Matale",1,44,38,0.863636363636364,0.209721640780633,0,0
"Chake Chake","Wesha","Chake Chake_Wesha",1,22,0,0,0.272638133014823,0,0
"Chake Chake","Uwandani","Chake Chake_Uwandani",1,26,14,0.583333333333333,0.0327693342501814,0,0
"Chake Chake","Madungu","Chake Chake_Madungu",1,8,4,0.5,0.369110087773914,0,0
"Chake Chake","Mgogoni","Chake Chake_Mgogoni",1,75,66,0.846153846153846,0.0615183479623191,0,0
"Chake Chake","Dodo","Chake Chake_Dodo",1,43,0,0,0.0965694997082916,0,0
"Chake Chake","Mbuzini","Chake Chake_Mbuzini",1,8,6,0.75,0.12583298446838,0,0
"Chake Chake","Michungwani","Chake Chake_Michungwani",1,5,1,0.2,0,0,0
"Chake Chake","Kibokoni","Chake Chake_Kibokoni",1,25,0,0,0.216275442055028,0,0
"Chake Chake","Kichungwani","Chake Chake_Kichungwani",1,29,0,0,0.0313477502282047,0,0
"Chake Chake","Msingini","Chake Chake_Msingini",1,19,0,0,0.023923283068893,0,0
"Chake Chake","Mkoroshoni","Chake Chake_Mkoroshoni",1,3,0,0,0.0303028252205978,0,0
"Chake Chake","Mfikiwa","Chake Chake_Mfikiwa",1,8,5,0.625,0.293610297092886,0,0
"Mkoani","Ng'ombeni","Mkoani_Ng'ombeni",1,10,7,0.777777777777778,0.259530530466034,0,0
"Mkoani","Makombeni","Mkoani_Makombeni",1,13,0,0,0.276832565830436,0,0
"Mkoani","Makoongwe","Mkoani_Makoongwe",1,0,0,0,NA,0,0
"Mkoani","Shidi","Mkoani_Shidi",1,4,4,1,0.461387609717393,0,0
"Mkoani","Mkanyageni","Mkoani_Mkanyageni",1,31,26,0.896551724137931,0.175766708463769,0,0
"Mkoani","Michenzani","Mkoani_Michenzani",1,16,13,0.866666666666667,0.166099539498261,0,0
"Mkoani","Chokocho","Mkoani_Chokocho",1,19,10,0.588235294117647,0.461387609717393,0,0
"Mkoani","Kisiwa Panza","Mkoani_Kisiwa Panza",1,0,0,0,NA,0,0
"Mkoani","Kangani","Mkoani_Kangani",1,76,70,0.897435897435897,0.230693804858696,0,0
"Mkoani","Kengeja","Mkoani_Kengeja",1,54,45,0.849056603773585,0.461387609717393,0,0
"Mkoani","Muambe","Mkoani_Muambe",1,29,0,0,0.190919010917542,0,0
"Mkoani","Kiwani","Mkoani_Kiwani",1,11,0,0,0.461387609717393,0,0
"Mkoani","Mtambile","Mkoani_Mtambile",1,26,21,0.807692307692308,0.461387609717393,0,0
"Mkoani","Mizingani","Mkoani_Mizingani",1,63,58,0.920634920634921,0.12450141849517,0,0
"Mkoani","Ngwachani","Mkoani_Ngwachani",1,43,33,0.891891891891892,0.461387609717393,0,0
"Mkoani","Chambani","Mkoani_Chambani",1,32,22,0.758620689655172,0.461387609717393,0,0
"Mkoani","Wambaa","Mkoani_Wambaa",1,8,4,0.571428571428571,0.461387609717393,0,0
"Mkoani","Mbuguani","Mkoani_Mbuguani",1,22,21,0.954545454545455,0.37749895340514,0,0
"Mkoani","Uweleni","Mkoani_Uweleni",1,27,20,0.714285714285714,0.102530579937198,0,0
"Mkoani","Mtangani","Mkoani_Mtangani",1,13,9,0.692307692307692,0.246073391849276,0,0
"Mkoani","Ukutini","Mkoani_Ukutini",1,11,0,0,0.123036695924638,0,0
"Mkoani","Chumbageni","Mkoani_Chumbageni",1,31,29,0.966666666666667,0.371673352272344,0,0
"Mkoani","Mbuyuni","Mkoani_Mbuyuni",1,16,14,0.875,0.317203981680708,0,0
"Mkoani","Stahabu","Mkoani_Stahabu",1,8,1,0.166666666666667,0.461387609717393,0,0
"Mkoani","Kuukuu","Mkoani_Kuukuu",1,15,0,0,0.44041544563933,0,0
"Mkoani","Mjimbini","Mkoani_Mjimbini",1,45,38,0.883720930232558,0.348064337155226,0,0
"Mkoani","Shamiani","Mkoani_Shamiani",1,0,0,0,NA,0,0
"Mkoani","Jombwe","Mkoani_Jombwe",1,13,0,0,0.141965418374582,0,0
"Mkoani","Kendwa","Mkoani_Kendwa",1,13,0,0,0.369110087773914,0,0
"Mkoani","Minazini","Mkoani_Minazini",1,16,0,0,0.0716248596123222,0,0
"Mkoani","Mgagadu","Mkoani_Mgagadu",1,16,0,0,0.461387609717393,0,0
"Mkoani","Mkungu","Mkoani_Mkungu",1,60,62,1,0.223004011363407,0,0
"Mkoani","Changaweni","Mkoani_Changaweni",1,18,0,0,0.401206617145559,0,0
"Wete","Kipangani","Wete_Kipangani",1,18,0,0,0.166164436897097,0,0
"Wete","Mtambwe Kaskazini","Wete_Mtambwe Kaskazini",1,74,59,0.819444444444444,0.73794991095066,0,0
"Wete","Fundo","Wete_Fundo",1,23,11,0.5,0.442661184608576,0,0
"Wete","Mchanga Mdogo","Wete_Mchanga Mdogo",1,25,19,0.76,0.651068640903468,0,0
"Wete","Kambini","Wete_Kambini",1,15,0,0,0.145893192485533,0,0
"Wete","Kojani","Wete_Kojani",1,10,0,0,0,0,0
"Wete","Ole","Wete_Ole",1,67,49,0.742424242424242,0.626519312731145,0,0
"Wete","Kangagani","Wete_Kangagani",1,13,0,0,0.0841691495108841,0,0
"Wete","Kiuyu Minungwini","Wete_Kiuyu Minungwini",1,22,11,0.5,0.462782147545329,0,0
"Wete","Piki","Wete_Piki",1,32,25,0.78125,0.723097105539577,0,0
"Wete","Kisiwani","Wete_Kisiwani",1,26,18,0.666666666666667,0.617042863393772,0,0
"Wete","Gando","Wete_Gando",1,45,31,0.688888888888889,0.637610958840232,0,0
"Wete","Ukunjwi","Wete_Ukunjwi",1,18,14,0.823529411764706,0.719883340626068,0,0
"Wete","Pandani","Wete_Pandani",1,92,78,0.857142857142857,0.784717554533385,0,0
"Wete","Shengejuu","Wete_Shengejuu",1,24,23,0.92,0.851519151483406,0,0
"Wete","Bopwe","Wete_Bopwe",1,23,0,0,0.0872187563772205,0,0
"Wete","Utaani","Wete_Utaani",1,7,3,0.428571428571429,0.396670412181711,0,0
"Wete","Mtambwe Kusini","Wete_Mtambwe Kusini",1,21,0,0,0.104209423203952,0,0
"Wete","Selem","Wete_Selem",1,12,4,0.333333333333333,0.308521431696886,0,0
"Wete","Kinyikani","Wete_Kinyikani",1,16,14,0.875,0.809868758204326,0,0
"Wete","Chwale","Wete_Chwale",1,24,0,0,0.249246655345645,0,0
"Wete","Maziwani","Wete_Maziwani",1,10,4,0.4,0.370225718036263,0,0
"Wete","Mpambani","Wete_Mpambani",1,13,0,0,0,0,0
