Region_Cod,Region_Nam,District_C,District_N,Ward_Code,Ward_Name,Vil_Mtaa_C,Vil_Mtaa_N
01,Dodoma,01,Kondoa,011,Bumbuta,01,Bumbuta
01,Dodoma,01,Kondoa,011,Bumbuta,02,Mahongo
01,Dodoma,01,Kondoa,011,Bumbuta,03,Mauno
01,Dodoma,01,Kondoa,021,Pahi,01,Pahi
01,Dodoma,01,Kondoa,021,Pahi,02,Potea
01,Dodoma,01,Kondoa,021,Pahi,03,Salare
01,Dodoma,01,Kondoa,021,Pahi,04,Kiteo
01,Dodoma,01,Kondoa,031,Busi,01,Busi
01,Dodoma,01,Kondoa,031,Busi,02,Sambwa
01,Dodoma,01,Kondoa,031,Busi,03,Keikei
01,Dodoma,01,Kondoa,031,Busi,04,Idindiri
01,Dodoma,01,Kondoa,031,Busi,05,Ihari
01,Dodoma,01,Kondoa,031,Busi,06,Isusumya
01,Dodoma,01,Kondoa,041,Haubi,01,Haubi
01,Dodoma,01,Kondoa,041,Haubi,02,Ntomoko
01,Dodoma,01,Kondoa,041,Haubi,03,Mafai
01,Dodoma,01,Kondoa,051,Kalamba,01,Baura
01,Dodoma,01,Kondoa,051,Kalamba,02,Kalamba Chini
01,Dodoma,01,Kondoa,051,Kalamba,03,Hebi Chini
01,Dodoma,01,Kondoa,051,Kalamba,04,Loo
01,Dodoma,01,Kondoa,051,Kalamba,05,Hebi Juu
01,Dodoma,01,Kondoa,051,Kalamba,06,Kalamba Juu
01,Dodoma,01,Kondoa,061,Kwadelo,01,Kwadelo
01,Dodoma,01,Kondoa,061,Kwadelo,02,Kirere Cha Ng'ombe
01,Dodoma,01,Kondoa,061,Kwadelo,03,Makirinya
01,Dodoma,01,Kondoa,071,Masange,01,Masange
01,Dodoma,01,Kondoa,071,Masange,02,Kwayondu
01,Dodoma,01,Kondoa,081,Kikilo,01,Kikilo Kati
01,Dodoma,01,Kondoa,081,Kikilo,02,Kikilo Ororimo
01,Dodoma,01,Kondoa,081,Kikilo,03,Kwahengwa
01,Dodoma,01,Kondoa,081,Kikilo,04,Berabera
01,Dodoma,01,Kondoa,091,Bereko,01,Puhi
01,Dodoma,01,Kondoa,091,Bereko,02,Bereko
01,Dodoma,01,Kondoa,101,Kisese,01,Mapinduzi
01,Dodoma,01,Kondoa,101,Kisese,02,Kisese Sauna
01,Dodoma,01,Kondoa,101,Kisese,03,Madisa
01,Dodoma,01,Kondoa,101,Kisese,04,Kisesa Dissa
01,Dodoma,01,Kondoa,101,Kisese,05,Atta
01,Dodoma,01,Kondoa,111,Kikore,01,Kikore
01,Dodoma,01,Kondoa,111,Kikore,02,Madege
01,Dodoma,01,Kondoa,111,Kikore,03,Hurui
01,Dodoma,01,Kondoa,111,Kikore,04,Mitati
01,Dodoma,01,Kondoa,111,Kikore,05,Mkurumuzi
01,Dodoma,01,Kondoa,121,Serya,01,Mongoroma
01,Dodoma,01,Kondoa,121,Serya,02,Chandimu
01,Dodoma,01,Kondoa,121,Serya,03,Munguri
01,Dodoma,01,Kondoa,121,Serya,04,Serya
01,Dodoma,01,Kondoa,133,Kilimani,01,Damai
01,Dodoma,01,Kondoa,133,Kilimani,02,Bicha
01,Dodoma,01,Kondoa,133,Kilimani,03,Kilimani
01,Dodoma,01,Kondoa,133,Kilimani,04,Kwantisi
01,Dodoma,01,Kondoa,142,Chemchem,01,Kwapakacha
01,Dodoma,01,Kondoa,142,Chemchem,02,Ubembeni
01,Dodoma,01,Kondoa,142,Chemchem,03,Iboni
01,Dodoma,01,Kondoa,142,Chemchem,04,Chemchem
01,Dodoma,01,Kondoa,151,Hondo mairo,01,Mwembeni
01,Dodoma,01,Kondoa,151,Hondo mairo,02,Hondo Mairo
01,Dodoma,01,Kondoa,151,Hondo mairo,03,Mtiryangwi
01,Dodoma,01,Kondoa,161,Bolisa,01,Itiso
01,Dodoma,01,Kondoa,161,Bolisa,02,Bolisa
01,Dodoma,01,Kondoa,161,Bolisa,03,Poisi
01,Dodoma,01,Kondoa,171,Kinyasi,01,Kinyasi
01,Dodoma,01,Kondoa,171,Kinyasi,02,Kinyasi Kati
01,Dodoma,01,Kondoa,171,Kinyasi,03,Ikengwa
01,Dodoma,01,Kondoa,171,Kinyasi,04,Isongolo
01,Dodoma,01,Kondoa,181,Salanka,01,Makafa
01,Dodoma,01,Kondoa,181,Salanka,02,Lembo
01,Dodoma,01,Kondoa,181,Salanka,03,Salanka
01,Dodoma,01,Kondoa,181,Salanka,04,Masawi
01,Dodoma,01,Kondoa,181,Salanka,05,Alagwa
01,Dodoma,01,Kondoa,191,Itololo,01,Mongolo
01,Dodoma,01,Kondoa,191,Itololo,02,Kandaga
01,Dodoma,01,Kondoa,191,Itololo,03,Itololo
01,Dodoma,01,Kondoa,191,Itololo,04,Machinjioni
01,Dodoma,01,Kondoa,191,Itololo,04,Mkekena
01,Dodoma,01,Kondoa,201,Itaswi,01,Itaswi
01,Dodoma,01,Kondoa,201,Itaswi,02,Haire
01,Dodoma,01,Kondoa,201,Itaswi,03,Kisaki
01,Dodoma,01,Kondoa,201,Itaswi,04,Chubi
01,Dodoma,01,Kondoa,211,Suruke,01,Mlua
01,Dodoma,01,Kondoa,211,Suruke,02,Tungufu
01,Dodoma,01,Kondoa,221,Kingale,01,Kingale
01,Dodoma,01,Kondoa,221,Kingale,02,Tampori
01,Dodoma,01,Kondoa,221,Kingale,03,Iyoli
01,Dodoma,01,Kondoa,221,Kingale,04,Chemchem
01,Dodoma,01,Kondoa,232,Kondoa mjini,01,Maji Ya Shamba
01,Dodoma,01,Kondoa,232,Kondoa mjini,02,Mningani
01,Dodoma,01,Kondoa,232,Kondoa mjini,03,Kichangani
01,Dodoma,01,Kondoa,232,Kondoa mjini,04,Tura
01,Dodoma,01,Kondoa,232,Kondoa mjini,05,Mnarani
01,Dodoma,01,Kondoa,241,Kolo,01,Kolo
01,Dodoma,01,Kondoa,241,Kolo,02,Choka
01,Dodoma,01,Kondoa,241,Kolo,03,Hachwi
01,Dodoma,01,Kondoa,251,Changaa,01,Kwamafunchi
01,Dodoma,01,Kondoa,251,Changaa,02,Changaa
01,Dodoma,01,Kondoa,251,Changaa,03,Tumbelo
01,Dodoma,01,Kondoa,251,Changaa,04,Chololo
01,Dodoma,01,Kondoa,261,Thawi,01,Sakami
01,Dodoma,01,Kondoa,261,Thawi,02,Thawi Madukani
01,Dodoma,01,Kondoa,261,Thawi,03,Thawi Juu
01,Dodoma,01,Kondoa,271,Mnenia,01,Mnenia
01,Dodoma,01,Kondoa,271,Mnenia,02,Itundwi
01,Dodoma,01,Kondoa,271,Mnenia,03,Filimo
01,Dodoma,01,Kondoa,271,Mnenia,04,Bambare
01,Dodoma,01,Kondoa,281,Soera,01,Soera
01,Dodoma,01,Kondoa,281,Soera,02,Bukulu
01,Dodoma,01,Kondoa,281,Soera,03,Humai
01,Dodoma,01,Kondoa,281,Soera,04,Kwadinu
01,Dodoma,02,Mpwapwa,011,Mazae,01,Mazae
01,Dodoma,02,Mpwapwa,011,Mazae,02,Kisokwe
01,Dodoma,02,Mpwapwa,011,Mazae,03,Idilo
01,Dodoma,02,Mpwapwa,023,Vingh'awe,01,Vingh'awe
01,Dodoma,02,Mpwapwa,023,Vingh'awe,02,Manghangu
01,Dodoma,02,Mpwapwa,023,Vingh'awe,03,Isinghu
01,Dodoma,02,Mpwapwa,031,Matomondo,01,Mbori
01,Dodoma,02,Mpwapwa,031,Matomondo,02,Tambi
01,Dodoma,02,Mpwapwa,031,Matomondo,03,Mlembule
01,Dodoma,02,Mpwapwa,031,Matomondo,04,Mwenzere
01,Dodoma,02,Mpwapwa,041,Kimagai,01,Inzomvu
01,Dodoma,02,Mpwapwa,041,Kimagai,02,Kimagai
01,Dodoma,02,Mpwapwa,053,Kibakwe,01,Iyenye
01,Dodoma,02,Mpwapwa,053,Kibakwe,02,Kibakwe
01,Dodoma,02,Mpwapwa,053,Kibakwe,03,Chamtumile
01,Dodoma,02,Mpwapwa,061,Lumuma,01,Lufus
01,Dodoma,02,Mpwapwa,061,Lumuma,02,Kitati
01,Dodoma,02,Mpwapwa,061,Lumuma,03,Mafene
01,Dodoma,02,Mpwapwa,071,Luhundwa,01,Ikuyu
01,Dodoma,02,Mpwapwa,071,Luhundwa,02,Luhundwa
01,Dodoma,02,Mpwapwa,071,Luhundwa,03,Kidenge
01,Dodoma,02,Mpwapwa,081,Massa,01,Makose
01,Dodoma,02,Mpwapwa,081,Massa,02,Chogola
01,Dodoma,02,Mpwapwa,081,Massa,03,Winza
01,Dodoma,02,Mpwapwa,081,Massa,04,Njiapanda
01,Dodoma,02,Mpwapwa,091,Ipera,01,Kinusi
01,Dodoma,02,Mpwapwa,091,Ipera,02,Mang'aliza
01,Dodoma,02,Mpwapwa,091,Ipera,03,Kikuyu
01,Dodoma,02,Mpwapwa,101,Rudi,01,Chilendu
01,Dodoma,02,Mpwapwa,101,Rudi,02,Singonhali
01,Dodoma,02,Mpwapwa,101,Rudi,03,Mtamba
01,Dodoma,02,Mpwapwa,111,Mlunduzi,01,Chinyika
01,Dodoma,02,Mpwapwa,111,Mlunduzi,02,Chinyanghuku
01,Dodoma,02,Mpwapwa,111,Mlunduzi,03,Wiyenzele
01,Dodoma,02,Mpwapwa,121,Wotta,01,Mlunga
01,Dodoma,02,Mpwapwa,121,Wotta,02,Mwanawoya
01,Dodoma,02,Mpwapwa,121,Wotta,03,Lwihomelo
01,Dodoma,02,Mpwapwa,121,Wotta,04,Wangi
01,Dodoma,02,Mpwapwa,121,Wotta,05,Kidabaga
01,Dodoma,02,Mpwapwa,131,Mima,01,Mima
01,Dodoma,02,Mpwapwa,131,Mima,02,Sazima
01,Dodoma,02,Mpwapwa,131,Mima,03,Igoji
01,Dodoma,02,Mpwapwa,131,Mima,04,Chamanda
01,Dodoma,02,Mpwapwa,141,Berege,01,Berege
01,Dodoma,02,Mpwapwa,141,Berege,02,Mzase
01,Dodoma,02,Mpwapwa,141,Berege,03,Mkanana
01,Dodoma,02,Mpwapwa,151,Chunyu,01,Chunyu
01,Dodoma,02,Mpwapwa,151,Chunyu,02,Msagali
01,Dodoma,02,Mpwapwa,161,Mbuga,01,Kizi
01,Dodoma,02,Mpwapwa,161,Mbuga,02,Mbuga
01,Dodoma,02,Mpwapwa,161,Mbuga,03,Iguluwi
01,Dodoma,02,Mpwapwa,171,Godegode,01,Godegode
01,Dodoma,02,Mpwapwa,171,Godegode,02,Kisisi
01,Dodoma,02,Mpwapwa,171,Godegode,03,Mgoma
01,Dodoma,02,Mpwapwa,171,Godegode,04,Mzogole
01,Dodoma,02,Mpwapwa,183,Mpwapwa,01,Ilolo
01,Dodoma,02,Mpwapwa,183,Mpwapwa,02,Kiboriani
01,Dodoma,02,Mpwapwa,183,Mpwapwa,03,Mpwapwa
01,Dodoma,02,Mpwapwa,183,Mpwapwa,04,Igovu
01,Dodoma,02,Mpwapwa,183,Mpwapwa,05,Mwanakianga
01,Dodoma,02,Mpwapwa,191,Lupeta,01,Lupeta
01,Dodoma,02,Mpwapwa,191,Lupeta,02,Bumila
01,Dodoma,02,Mpwapwa,191,Lupeta,03,Makutupa
01,Dodoma,02,Mpwapwa,201,Gulwe,01,Iyoma
01,Dodoma,02,Mpwapwa,201,Gulwe,02,Gurwe
01,Dodoma,02,Mpwapwa,201,Gulwe,03,Chiseyu
01,Dodoma,02,Mpwapwa,211,Nghambi,01,Kiegea
01,Dodoma,02,Mpwapwa,211,Nghambi,02,Nghambi
01,Dodoma,02,Mpwapwa,211,Nghambi,03,Kazania
01,Dodoma,02,Mpwapwa,221,Chitemo,01,Chibwegele
01,Dodoma,02,Mpwapwa,221,Chitemo,02,Chitemo
01,Dodoma,02,Mpwapwa,231,Iwondo,01,Igoji
01,Dodoma,02,Mpwapwa,231,Iwondo,02,Iwondo
01,Dodoma,02,Mpwapwa,241,Kingiti,01,Lukole
01,Dodoma,02,Mpwapwa,241,Kingiti,02,Kingiti
01,Dodoma,02,Mpwapwa,251,Lufu,01,Gomhungile
01,Dodoma,02,Mpwapwa,251,Lufu,01,Lufu
01,Dodoma,02,Mpwapwa,251,Lufu,03,Mlimo
01,Dodoma,02,Mpwapwa,261,Pwaga,01,Pwaga
01,Dodoma,02,Mpwapwa,261,Pwaga,02,Idaho
01,Dodoma,02,Mpwapwa,261,Pwaga,03,Itende
01,Dodoma,02,Mpwapwa,261,Pwaga,04,Minguwi
01,Dodoma,02,Mpwapwa,271,Galigali,01,Matonya
01,Dodoma,02,Mpwapwa,271,Galigali,02,Galigali
01,Dodoma,02,Mpwapwa,281,Mtera,01,Kisima
01,Dodoma,02,Mpwapwa,281,Mtera,02,Mtera
01,Dodoma,02,Mpwapwa,281,Mtera,03,Chibwegele
01,Dodoma,02,Mpwapwa,291,Chipogoro,01,Chipogoro
01,Dodoma,02,Mpwapwa,291,Chipogoro,02,Seluka
01,Dodoma,02,Mpwapwa,291,Chipogoro,03,Chaludewa
01,Dodoma,02,Mpwapwa,301,Malolo,01,Mzugilo
01,Dodoma,02,Mpwapwa,301,Malolo,02,Malolo
01,Dodoma,02,Mpwapwa,301,Malolo,03,Idodoma
01,Dodoma,03,Kongwa,013,Kongwa,01,Kongwa
01,Dodoma,03,Kongwa,013,Kongwa,02,Mnyakongo
01,Dodoma,03,Kongwa,013,Kongwa,03,Mlanga
01,Dodoma,03,Kongwa,021,Sejeli,01,Msunjilile
01,Dodoma,03,Kongwa,021,Sejeli,02,Sejeli
01,Dodoma,03,Kongwa,021,Sejeli,03,Mbande
01,Dodoma,03,Kongwa,021,Sejeli,04,Vilundilo
01,Dodoma,03,Kongwa,021,Sejeli,05,Manungu
01,Dodoma,03,Kongwa,031,Hogoro,01,Nyerere
01,Dodoma,03,Kongwa,031,Hogoro,02,Banyibanyi
01,Dodoma,03,Kongwa,031,Hogoro,03,Hogoro
01,Dodoma,03,Kongwa,031,Hogoro,04,Chamae
01,Dodoma,03,Kongwa,031,Hogoro,05,Mkutani
01,Dodoma,03,Kongwa,041,Zoissa,01,Pingalame
01,Dodoma,03,Kongwa,041,Zoissa,02,Zoissa
01,Dodoma,03,Kongwa,041,Zoissa,03,Kinangali
01,Dodoma,03,Kongwa,051,Mkoka,01,Mkoka
01,Dodoma,03,Kongwa,051,Mkoka,02,Mnuku
01,Dodoma,03,Kongwa,051,Mkoka,03,Mvungurumo
01,Dodoma,03,Kongwa,061,Njoge,01,Makutupa
01,Dodoma,03,Kongwa,061,Njoge,02,Njoge
01,Dodoma,03,Kongwa,061,Njoge,03,Hembahemba
01,Dodoma,03,Kongwa,071,Mtanana,01,Chigwingwili
01,Dodoma,03,Kongwa,071,Mtanana,02,Ndalibo
01,Dodoma,03,Kongwa,071,Mtanana,03,Mtanana A
01,Dodoma,03,Kongwa,071,Mtanana,04,Mtanana B
01,Dodoma,03,Kongwa,071,Mtanana,05,Soiti
01,Dodoma,03,Kongwa,081,Pandambili,01,Pandambili
01,Dodoma,03,Kongwa,091,Mlali,01,Mlali Iyegu
01,Dodoma,03,Kongwa,091,Mlali,02,Ihanda
01,Dodoma,03,Kongwa,091,Mlali,03,Mlali Bondeni
01,Dodoma,03,Kongwa,101,Iduo,01,Iduo
01,Dodoma,03,Kongwa,101,Iduo,02,Chang'ombe
01,Dodoma,03,Kongwa,101,Iduo,03,Masinyeti
01,Dodoma,03,Kongwa,101,Iduo,04,Suguta
01,Dodoma,03,Kongwa,111,Sagara,01,Sagara B
01,Dodoma,03,Kongwa,111,Sagara,02,Msingisa
01,Dodoma,03,Kongwa,111,Sagara,03,Laikala
01,Dodoma,03,Kongwa,111,Sagara,04,Ijaka
01,Dodoma,03,Kongwa,111,Sagara,05,Sagara A
01,Dodoma,03,Kongwa,123,Kibaigwa,01,Kinangali
01,Dodoma,03,Kongwa,123,Kibaigwa,02,Ndurugumi
01,Dodoma,03,Kongwa,123,Kibaigwa,03,Kibaigwa
01,Dodoma,03,Kongwa,133,Ugogoni,01,Chimotolo
01,Dodoma,03,Kongwa,133,Ugogoni,02,Machenje
01,Dodoma,03,Kongwa,133,Ugogoni,03,Mautya
01,Dodoma,03,Kongwa,133,Ugogoni,04,Ibwaga
01,Dodoma,03,Kongwa,133,Ugogoni,05,Nguji
01,Dodoma,03,Kongwa,133,Ugogoni,06,Ugogoni
01,Dodoma,03,Kongwa,141,Chamkoroma,01,Chamkoroma
01,Dodoma,03,Kongwa,141,Chamkoroma,02,Mseta Bondeni
01,Dodoma,03,Kongwa,141,Chamkoroma,03,Mseta
01,Dodoma,03,Kongwa,141,Chamkoroma,04,Manghweta
01,Dodoma,03,Kongwa,141,Chamkoroma,05,Tubugwe Kibaoni
01,Dodoma,03,Kongwa,141,Chamkoroma,06,Tubugwe Juu
01,Dodoma,03,Kongwa,141,Chamkoroma,07,Makole
01,Dodoma,03,Kongwa,151,Makawa,01,Makawa
01,Dodoma,03,Kongwa,151,Makawa,02,Muungano
01,Dodoma,03,Kongwa,151,Makawa,03,Mageseni
01,Dodoma,03,Kongwa,151,Makawa,04,Silale
01,Dodoma,03,Kongwa,161,Chitego,01,Chitego
01,Dodoma,03,Kongwa,161,Chitego,02,Leganga
01,Dodoma,03,Kongwa,161,Chitego,03,Ngutoto
01,Dodoma,03,Kongwa,171,Matongoro,01,Matongoro
01,Dodoma,03,Kongwa,171,Matongoro,02,Mlanje
01,Dodoma,03,Kongwa,171,Matongoro,03,Norini
01,Dodoma,03,Kongwa,181,Ngomai,01,Chilanjilizi
01,Dodoma,03,Kongwa,181,Ngomai,02,Ngomai
01,Dodoma,03,Kongwa,181,Ngomai,03,Manyata
01,Dodoma,03,Kongwa,191,Songambele,01,Songambele A
01,Dodoma,03,Kongwa,191,Songambele,02,Songambele B
01,Dodoma,03,Kongwa,191,Songambele,03,Muungano
01,Dodoma,03,Kongwa,191,Songambele,04,Masena
01,Dodoma,03,Kongwa,191,Songambele,05,Mtunguchole
01,Dodoma,03,Kongwa,201,Chiwe,01,Moleti
01,Dodoma,03,Kongwa,201,Chiwe,02,Chiwe
01,Dodoma,03,Kongwa,201,Chiwe,03,Vihindo
01,Dodoma,03,Kongwa,201,Chiwe,04,Lengaji
01,Dodoma,03,Kongwa,211,Lenjulu,01,Lobilo
01,Dodoma,03,Kongwa,211,Lenjulu,02,Lenjulu
01,Dodoma,03,Kongwa,211,Lenjulu,03,Kiteto
01,Dodoma,03,Kongwa,211,Lenjulu,04,Majawanga
01,Dodoma,03,Kongwa,221,Nghumbi,01,Pembamoto
01,Dodoma,03,Kongwa,221,Nghumbi,02,Nghumbi
01,Dodoma,03,Kongwa,221,Nghumbi,03,Iyumbwi
01,Dodoma,03,Kongwa,221,Nghumbi,04,Mbagilwa
01,Dodoma,04,Chamwino,011,Haneti,01,Haneti
01,Dodoma,04,Chamwino,011,Haneti,02,Kwahemu
01,Dodoma,04,Chamwino,011,Haneti,03,Chenene
01,Dodoma,04,Chamwino,011,Haneti,04,Humekwa
01,Dodoma,04,Chamwino,021,Segala,01,Segala
01,Dodoma,04,Chamwino,021,Segala,02,Izava
01,Dodoma,04,Chamwino,021,Segala,03,Kimeji
01,Dodoma,04,Chamwino,031,Itiso,01,Itiso
01,Dodoma,04,Chamwino,031,Itiso,02,Solowu
01,Dodoma,04,Chamwino,041,Dabalo,01,Dabalo
01,Dodoma,04,Chamwino,041,Dabalo,02,Manyemba
01,Dodoma,04,Chamwino,041,Dabalo,03,Chiwondo
01,Dodoma,04,Chamwino,041,Dabalo,04,Igamba
01,Dodoma,04,Chamwino,051,Membe,01,Membe
01,Dodoma,04,Chamwino,051,Membe,02,Mlimwa
01,Dodoma,04,Chamwino,061,Msanga,01,Msanga
01,Dodoma,04,Chamwino,061,Msanga,02,Kawawa
01,Dodoma,04,Chamwino,071,Chilonwa,01,Mahamha
01,Dodoma,04,Chamwino,071,Chilonwa,02,Nzali
01,Dodoma,04,Chamwino,083,Buigiri,01,Chamwino Ikulu
01,Dodoma,04,Chamwino,083,Buigiri,02,Buigiri
01,Dodoma,04,Chamwino,083,Buigiri,03,Chinangali 2
01,Dodoma,04,Chamwino,091,Majeleko,01,Majeleko
01,Dodoma,04,Chamwino,091,Majeleko,02,Chinangali
01,Dodoma,04,Chamwino,101,Manchali,01,Manchali B
01,Dodoma,04,Chamwino,101,Manchali,02,Chalinze
01,Dodoma,04,Chamwino,101,Manchali,03,Wilunze
01,Dodoma,04,Chamwino,101,Manchali,04,Manchali A
01,Dodoma,04,Chamwino,111,Ikowa,01,Ikowa
01,Dodoma,04,Chamwino,111,Ikowa,02,Makoja
01,Dodoma,04,Chamwino,121,Msamalo,01,Mgunga
01,Dodoma,04,Chamwino,121,Msamalo,02,Mnase
01,Dodoma,04,Chamwino,121,Msamalo,03,Mlebe
01,Dodoma,04,Chamwino,131,Igandu,01,Igandu
01,Dodoma,04,Chamwino,131,Igandu,02,Nghaheleze
01,Dodoma,04,Chamwino,131,Igandu,03,Chinoje
01,Dodoma,04,Chamwino,141,Muungano,01,Muungano
01,Dodoma,04,Chamwino,141,Muungano,02,Mzula
01,Dodoma,04,Chamwino,141,Muungano,03,Ilolo
01,Dodoma,04,Chamwino,151,Mvumi Makulu,01,Mvumi Makulu
01,Dodoma,04,Chamwino,161,Handali,01,Handali
01,Dodoma,04,Chamwino,161,Handali,02,Chanhumba
01,Dodoma,04,Chamwino,173,Mvumi Mission,01,Mvumi Mission
01,Dodoma,04,Chamwino,173,Mvumi Mission,02,Ndebwe
01,Dodoma,04,Chamwino,181,Idifu,01,Idifu
01,Dodoma,04,Chamwino,181,Idifu,02,Miganga
01,Dodoma,04,Chamwino,191,Makang'wa,01,Makang'wa
01,Dodoma,04,Chamwino,191,Makang'wa,02,Mlowa Barabarani
01,Dodoma,04,Chamwino,191,Makang'wa,02,Mlowabarabarani
01,Dodoma,04,Chamwino,191,Makang'wa,03,Mloda
01,Dodoma,04,Chamwino,201,Iringamvumi,01,Iringamvumi
01,Dodoma,04,Chamwino,201,Iringamvumi,02,Ikombolinga
01,Dodoma,04,Chamwino,201,Iringamvumi,03,Chita
01,Dodoma,04,Chamwino,201,Iringamvumi,04,Iringa Mvumi Mpya
01,Dodoma,04,Chamwino,211,Manzase,01,Manzase
01,Dodoma,04,Chamwino,211,Manzase,02,Sasajila
01,Dodoma,04,Chamwino,211,Manzase,03,Ilewelo
01,Dodoma,04,Chamwino,221,Fufu,01,Fufu
01,Dodoma,04,Chamwino,221,Fufu,02,Suli
01,Dodoma,04,Chamwino,231,Mlowa Bwawani,01,Mlowa Bwawani
01,Dodoma,04,Chamwino,231,Mlowa Bwawani,02,Wiliko
01,Dodoma,04,Chamwino,241,Mpwayungu,01,Mpwayungu
01,Dodoma,04,Chamwino,241,Mpwayungu,02,Nagulo
01,Dodoma,04,Chamwino,251,Nghambaku,01,Nghambaku
01,Dodoma,04,Chamwino,251,Nghambaku,02,Ndogowe
01,Dodoma,04,Chamwino,261,Chinugulu,01,Chinugulu
01,Dodoma,04,Chamwino,271,Manda,01,Manda
01,Dodoma,04,Chamwino,271,Manda,02,Ilangali
01,Dodoma,04,Chamwino,281,Huzi,01,Huzi
01,Dodoma,04,Chamwino,281,Huzi,02,Chifukulo
01,Dodoma,04,Chamwino,291,Loje,01,Loje
01,Dodoma,04,Chamwino,291,Loje,02,Igunguli
01,Dodoma,04,Chamwino,301,Chiboli,01,Nzasa
01,Dodoma,04,Chamwino,301,Chiboli,02,Chiboli
01,Dodoma,04,Chamwino,311,Nhinhi,01,Nhinhi
01,Dodoma,04,Chamwino,311,Nhinhi,02,Nkwenda
01,Dodoma,04,Chamwino,321,Zajilwa,01,Magungu
01,Dodoma,04,Chamwino,321,Zajilwa,02,Gwandi
01,Dodoma,04,Chamwino,321,Zajilwa,03,Zajilwa
01,Dodoma,05,Dodoma Urban,012,Viwandani,01,Marijani
01,Dodoma,05,Dodoma Urban,012,Viwandani,02,Samora
01,Dodoma,05,Dodoma Urban,012,Viwandani,03,Kinyali
01,Dodoma,05,Dodoma Urban,012,Viwandani,04,Tofiki
01,Dodoma,05,Dodoma Urban,012,Viwandani,05,Baruti
01,Dodoma,05,Dodoma Urban,022,Uhuru,01,Uhuru
01,Dodoma,05,Dodoma Urban,022,Uhuru,02,Kati
01,Dodoma,05,Dodoma Urban,022,Uhuru,03,Kipande
01,Dodoma,05,Dodoma Urban,022,Uhuru,04,Mji Mpya
01,Dodoma,05,Dodoma Urban,032,Chamwino,01,Maili Mbili
01,Dodoma,05,Dodoma Urban,032,Chamwino,02,Sokoine
01,Dodoma,05,Dodoma Urban,032,Chamwino,03,Nduka
01,Dodoma,05,Dodoma Urban,032,Chamwino,04,Mwaja
01,Dodoma,05,Dodoma Urban,042,Kiwanja cha ndege,01,Mlimwa
01,Dodoma,05,Dodoma Urban,042,Kiwanja cha ndege,02,Chuo Cha Mipango
01,Dodoma,05,Dodoma Urban,042,Kiwanja cha ndege,03,Kiwanja Cha Ndege
01,Dodoma,05,Dodoma Urban,042,Kiwanja cha ndege,04,Makongoro
01,Dodoma,05,Dodoma Urban,042,Kiwanja cha ndege,05,Osterybay
01,Dodoma,05,Dodoma Urban,052,Makole,01,Chimuli
01,Dodoma,05,Dodoma Urban,052,Makole,02,Chadulu B
01,Dodoma,05,Dodoma Urban,052,Makole,03,Makole
01,Dodoma,05,Dodoma Urban,062,Miyuji,01,Miyuji Proper
01,Dodoma,05,Dodoma Urban,062,Miyuji,02,Mpamaa
01,Dodoma,05,Dodoma Urban,062,Miyuji,03,Mathias
01,Dodoma,05,Dodoma Urban,071,Msalato,01,Msalato
01,Dodoma,05,Dodoma Urban,081,Makutupora,01,Weyula
01,Dodoma,05,Dodoma Urban,081,Makutupora,02,Mchemwa
01,Dodoma,05,Dodoma Urban,091,Chihanga,01,Gawaye
01,Dodoma,05,Dodoma Urban,091,Chihanga,02,Chihanga
01,Dodoma,05,Dodoma Urban,091,Chihanga,03,Nzasa
01,Dodoma,05,Dodoma Urban,101,Hombolo,01,Hombolo Makulu
01,Dodoma,05,Dodoma Urban,101,Hombolo,02,Hombolo Bwawani
01,Dodoma,05,Dodoma Urban,101,Hombolo,03,Mkoyo
01,Dodoma,05,Dodoma Urban,101,Hombolo,04,Zepisa
01,Dodoma,05,Dodoma Urban,111,Ipala,01,Ipala
01,Dodoma,05,Dodoma Urban,121,Nzuguni,01,Nzuguni
01,Dodoma,05,Dodoma Urban,121,Nzuguni,02,Kitelela
01,Dodoma,05,Dodoma Urban,121,Nzuguni,03,Mahomanyika
01,Dodoma,05,Dodoma Urban,131,Dom-Makulu,01,Dom-Makulu
01,Dodoma,05,Dodoma Urban,141,Mtumba,01,Mtumba
01,Dodoma,05,Dodoma Urban,141,Mtumba,02,Vikonje
01,Dodoma,05,Dodoma Urban,141,Mtumba,03,Ihumwa
01,Dodoma,05,Dodoma Urban,151,Kikombo,01,Kikombo
01,Dodoma,05,Dodoma Urban,151,Kikombo,02,Chololo
01,Dodoma,05,Dodoma Urban,161,Ngh'ongh'onha,01,Ngh'ongh'onha
01,Dodoma,05,Dodoma Urban,161,Ngh'ongh'onha,02,Mapinduzi
01,Dodoma,05,Dodoma Urban,171,Mpunguzi,01,Mpunguzi
01,Dodoma,05,Dodoma Urban,171,Mpunguzi,02,Matumbulu
01,Dodoma,05,Dodoma Urban,171,Mpunguzi,03,Nkulabi
01,Dodoma,05,Dodoma Urban,182,Tambukareli,01,Chadulu A
01,Dodoma,05,Dodoma Urban,182,Tambukareli,02,Reli
01,Dodoma,05,Dodoma Urban,182,Tambukareli,03,Salmini
01,Dodoma,05,Dodoma Urban,192,Kilimani,01,Kilimani Uzunguni
01,Dodoma,05,Dodoma Urban,192,Kilimani,02,Nyerere
01,Dodoma,05,Dodoma Urban,192,Kilimani,03,Chinyoyo
